timestamp,occupancy,is_weekend,temp_outside,energy_kwh,hour,day_of_week,date,cluster,cluster_label
2025-12-06 19:32:16.485070,0,1,25.2,12.58,19,5,2025-12-06,1,low_usage
2025-12-06 20:32:16.485070,0,1,23.9,11.26,20,5,2025-12-06,1,low_usage
2025-12-06 21:32:16.485070,1,1,22.0,10.75,21,5,2025-12-06,1,low_usage
2025-12-06 22:32:16.485070,1,1,21.7,10.51,22,5,2025-12-06,1,low_usage
2025-12-06 23:32:16.485070,0,1,21.4,11.0,23,5,2025-12-06,1,low_usage
2025-12-07 00:32:16.485070,1,1,21.3,10.17,0,6,2025-12-07,1,low_usage
2025-12-07 01:32:16.485070,1,1,22.2,10.89,1,6,2025-12-07,1,low_usage
2025-12-07 02:32:16.485070,0,1,21.4,10.69,2,6,2025-12-07,1,low_usage
2025-12-07 03:32:16.485070,1,1,24.0,10.64,3,6,2025-12-07,1,low_usage
2025-12-07 04:32:16.485070,0,1,24.9,10.77,4,6,2025-12-07,1,low_usage
2025-12-07 05:32:16.485070,0,1,25.1,11.81,5,6,2025-12-07,1,low_usage
2025-12-07 06:32:16.485070,1,1,28.5,10.93,6,6,2025-12-07,1,low_usage
2025-12-07 07:32:16.485070,1,1,26.0,12.81,7,6,2025-12-07,1,low_usage
2025-12-07 08:32:16.485070,1,1,31.2,13.69,8,6,2025-12-07,1,low_usage
2025-12-07 09:32:16.485070,0,1,29.3,13.36,9,6,2025-12-07,1,low_usage
2025-12-07 10:32:16.485070,2,1,31.3,12.99,10,6,2025-12-07,1,low_usage
2025-12-07 11:32:16.485070,3,1,31.6,13.29,11,6,2025-12-07,1,low_usage
2025-12-07 12:32:16.485070,3,1,32.5,13.45,12,6,2025-12-07,1,low_usage
2025-12-07 13:32:16.485070,3,1,32.1,13.65,13,6,2025-12-07,1,low_usage
2025-12-07 14:32:16.485070,3,1,32.6,12.65,14,6,2025-12-07,1,low_usage
2025-12-07 15:32:16.485070,0,1,29.6,12.73,15,6,2025-12-07,1,low_usage
2025-12-07 16:32:16.485070,1,1,31.0,13.12,16,6,2025-12-07,1,low_usage
2025-12-07 17:32:16.485070,1,1,27.8,12.95,17,6,2025-12-07,1,low_usage
2025-12-07 18:32:16.485070,0,1,26.3,12.65,18,6,2025-12-07,1,low_usage
2025-12-07 19:32:16.485070,1,1,24.1,13.04,19,6,2025-12-07,1,low_usage
2025-12-07 20:32:16.485070,0,1,25.1,11.46,20,6,2025-12-07,1,low_usage
2025-12-07 21:32:16.485070,1,1,24.1,11.79,21,6,2025-12-07,1,low_usage
2025-12-07 22:32:16.485070,1,1,22.9,11.15,22,6,2025-12-07,1,low_usage
2025-12-07 23:32:16.485070,1,1,20.7,11.27,23,6,2025-12-07,1,low_usage
2025-12-08 00:32:16.485070,1,0,21.9,9.87,0,0,2025-12-08,0,high_usage
2025-12-08 01:32:16.485070,2,0,22.3,9.49,1,0,2025-12-08,0,high_usage
2025-12-08 02:32:16.485070,2,0,24.5,10.48,2,0,2025-12-08,0,high_usage
2025-12-08 03:32:16.485070,2,0,25.3,10.84,3,0,2025-12-08,0,high_usage
2025-12-08 04:32:16.485070,1,0,26.3,9.54,4,0,2025-12-08,0,high_usage
2025-12-08 05:32:16.485070,2,0,23.7,9.88,5,0,2025-12-08,0,high_usage
2025-12-08 06:32:16.485070,2,0,28.1,9.9,6,0,2025-12-08,0,high_usage
2025-12-08 07:32:16.485070,18,0,29.9,17.55,7,0,2025-12-08,0,high_usage
2025-12-08 08:32:16.485070,40,0,29.3,20.41,8,0,2025-12-08,0,high_usage
2025-12-08 09:32:16.485070,41,0,30.0,20.36,9,0,2025-12-08,0,high_usage
2025-12-08 10:32:16.485070,48,0,30.1,20.6,10,0,2025-12-08,0,high_usage
2025-12-08 11:32:16.485070,63,0,32.6,22.72,11,0,2025-12-08,0,high_usage
2025-12-08 12:32:16.485070,54,0,32.2,21.71,12,0,2025-12-08,0,high_usage
2025-12-08 13:32:16.485070,57,0,32.4,21.78,13,0,2025-12-08,0,high_usage
2025-12-08 14:32:16.485070,66,0,34.1,23.84,14,0,2025-12-08,0,high_usage
2025-12-08 15:32:16.485070,56,0,32.7,22.37,15,0,2025-12-08,0,high_usage
2025-12-08 16:32:16.485070,37,0,30.8,21.3,16,0,2025-12-08,0,high_usage
2025-12-08 17:32:16.485070,33,0,28.7,19.51,17,0,2025-12-08,0,high_usage
2025-12-08 18:32:16.485070,19,0,27.0,18.1,18,0,2025-12-08,0,high_usage
2025-12-08 19:32:16.485070,18,0,24.1,14.55,19,0,2025-12-08,0,high_usage
2025-12-08 20:32:16.485070,2,0,23.4,10.2,20,0,2025-12-08,0,high_usage
2025-12-08 21:32:16.485070,1,0,25.3,10.22,21,0,2025-12-08,0,high_usage
2025-12-08 22:32:16.485070,1,0,20.9,9.71,22,0,2025-12-08,0,high_usage
2025-12-08 23:32:16.485070,2,0,22.8,9.73,23,0,2025-12-08,0,high_usage
2025-12-09 00:32:16.485070,2,0,21.9,9.95,0,1,2025-12-09,0,high_usage
2025-12-09 01:32:16.485070,2,0,21.9,10.21,1,1,2025-12-09,0,high_usage
2025-12-09 02:32:16.485070,2,0,25.2,9.94,2,1,2025-12-09,0,high_usage
2025-12-09 03:32:16.485070,2,0,25.1,10.41,3,1,2025-12-09,0,high_usage
2025-12-09 04:32:16.485070,2,0,24.4,10.14,4,1,2025-12-09,0,high_usage
2025-12-09 05:32:16.485070,2,0,26.9,10.61,5,1,2025-12-09,0,high_usage
2025-12-09 06:32:16.485070,1,0,28.6,10.24,6,1,2025-12-09,0,high_usage
2025-12-09 07:32:16.485070,16,0,28.7,17.31,7,1,2025-12-09,0,high_usage
2025-12-09 08:32:16.485070,36,0,30.1,20.87,8,1,2025-12-09,0,high_usage
2025-12-09 09:32:16.485070,36,0,32.4,21.42,9,1,2025-12-09,0,high_usage
2025-12-09 10:32:16.485070,63,0,31.4,22.13,10,1,2025-12-09,0,high_usage
2025-12-09 11:32:16.485070,59,0,33.8,23.0,11,1,2025-12-09,0,high_usage
2025-12-09 12:32:16.485070,64,0,33.2,24.47,12,1,2025-12-09,0,high_usage
2025-12-09 13:32:16.485070,55,0,31.4,22.32,13,1,2025-12-09,0,high_usage
2025-12-09 14:32:16.485070,54,0,32.2,22.71,14,1,2025-12-09,0,high_usage
2025-12-09 15:32:16.485070,65,0,30.8,21.93,15,1,2025-12-09,0,high_usage
2025-12-09 16:32:16.485070,42,0,30.5,20.93,16,1,2025-12-09,0,high_usage
2025-12-09 17:32:16.485070,41,0,28.5,19.65,17,1,2025-12-09,0,high_usage
2025-12-09 18:32:16.485070,20,0,28.4,19.04,18,1,2025-12-09,0,high_usage
2025-12-09 19:32:16.485070,17,0,25.6,15.26,19,1,2025-12-09,0,high_usage
2025-12-09 20:32:16.485070,1,0,25.3,10.16,20,1,2025-12-09,0,high_usage
2025-12-09 21:32:16.485070,1,0,24.7,9.57,21,1,2025-12-09,0,high_usage
2025-12-09 22:32:16.485070,1,0,24.6,10.59,22,1,2025-12-09,0,high_usage
2025-12-09 23:32:16.485070,2,0,23.8,9.72,23,1,2025-12-09,0,high_usage
2025-12-10 00:32:16.485070,1,0,23.8,9.51,0,2,2025-12-10,0,high_usage
2025-12-10 01:32:16.485070,2,0,23.0,9.11,1,2,2025-12-10,0,high_usage
2025-12-10 02:32:16.485070,2,0,24.7,10.08,2,2,2025-12-10,0,high_usage
2025-12-10 03:32:16.485070,2,0,26.1,10.52,3,2,2025-12-10,0,high_usage
2025-12-10 04:32:16.485070,2,0,26.3,10.5,4,2,2025-12-10,0,high_usage
2025-12-10 05:32:16.485070,2,0,29.0,10.5,5,2,2025-12-10,0,high_usage
2025-12-10 06:32:16.485070,1,0,28.3,9.5,6,2,2025-12-10,0,high_usage
2025-12-10 07:32:16.485070,21,0,28.9,16.8,7,2,2025-12-10,0,high_usage
2025-12-10 08:32:16.485070,39,0,31.0,21.35,8,2,2025-12-10,0,high_usage
2025-12-10 09:32:16.485070,39,0,32.9,22.36,9,2,2025-12-10,0,high_usage
2025-12-10 10:32:16.485070,61,0,33.3,22.89,10,2,2025-12-10,0,high_usage
2025-12-10 11:32:16.485070,51,0,33.4,22.41,11,2,2025-12-10,0,high_usage
2025-12-10 12:32:16.485070,60,0,34.4,23.67,12,2,2025-12-10,0,high_usage
2025-12-10 13:32:16.485070,62,0,33.3,23.66,13,2,2025-12-10,0,high_usage
2025-12-10 14:32:16.485070,49,0,31.5,21.32,14,2,2025-12-10,0,high_usage
2025-12-10 15:32:16.485070,53,0,30.6,21.72,15,2,2025-12-10,0,high_usage
2025-12-10 16:32:16.485070,37,0,29.6,20.9,16,2,2025-12-10,0,high_usage
2025-12-10 17:32:16.485070,39,0,29.1,20.09,17,2,2025-12-10,0,high_usage
2025-12-10 18:32:16.485070,20,0,27.7,18.4,18,2,2025-12-10,0,high_usage
2025-12-10 19:32:16.485070,20,0,27.0,16.12,19,2,2025-12-10,0,high_usage
2025-12-10 20:32:16.485070,1,0,23.7,9.83,20,2,2025-12-10,0,high_usage
2025-12-10 21:32:16.485070,2,0,23.7,10.19,21,2,2025-12-10,0,high_usage
2025-12-10 22:32:16.485070,2,0,22.9,9.61,22,2,2025-12-10,0,high_usage
2025-12-10 23:32:16.485070,1,0,23.2,9.89,23,2,2025-12-10,0,high_usage
2025-12-11 00:32:16.485070,1,0,24.2,10.94,0,3,2025-12-11,0,high_usage
2025-12-11 01:32:16.485070,1,0,24.1,10.43,1,3,2025-12-11,0,high_usage
2025-12-11 02:32:16.485070,2,0,25.1,10.12,2,3,2025-12-11,0,high_usage
2025-12-11 03:32:16.485070,1,0,23.3,9.59,3,3,2025-12-11,0,high_usage
2025-12-11 04:32:16.485070,1,0,26.4,10.45,4,3,2025-12-11,0,high_usage
2025-12-11 05:32:16.485070,2,0,26.6,9.45,5,3,2025-12-11,0,high_usage
2025-12-11 06:32:16.485070,2,0,31.5,10.64,6,3,2025-12-11,0,high_usage
2025-12-11 07:32:16.485070,20,0,30.9,18.29,7,3,2025-12-11,0,high_usage
2025-12-11 08:32:16.485070,36,0,30.6,20.69,8,3,2025-12-11,0,high_usage
2025-12-11 09:32:16.485070,42,0,33.0,22.24,9,3,2025-12-11,0,high_usage
2025-12-11 10:32:16.485070,62,0,33.1,23.41,10,3,2025-12-11,0,high_usage
2025-12-11 11:32:16.485070,57,0,33.0,23.02,11,3,2025-12-11,0,high_usage
2025-12-11 12:32:16.485070,56,0,35.0,24.41,12,3,2025-12-11,0,high_usage
2025-12-11 13:32:16.485070,60,0,33.5,23.34,13,3,2025-12-11,0,high_usage
2025-12-11 14:32:16.485070,67,0,33.6,22.91,14,3,2025-12-11,0,high_usage
2025-12-11 15:32:16.485070,57,0,33.1,22.99,15,3,2025-12-11,0,high_usage
2025-12-11 16:32:16.485070,34,0,32.9,22.48,16,3,2025-12-11,0,high_usage
2025-12-11 17:32:16.485070,38,0,31.2,21.15,17,3,2025-12-11,0,high_usage
2025-12-11 18:32:16.485070,19,0,28.9,20.1,18,3,2025-12-11,0,high_usage
2025-12-11 19:32:16.485070,21,0,30.0,18.12,19,3,2025-12-11,0,high_usage
2025-12-11 20:32:16.485070,1,0,26.8,9.93,20,3,2025-12-11,0,high_usage
2025-12-11 21:32:16.485070,1,0,25.4,9.87,21,3,2025-12-11,0,high_usage
2025-12-11 22:32:16.485070,1,0,25.9,9.67,22,3,2025-12-11,0,high_usage
2025-12-11 23:32:16.485070,2,0,27.9,10.55,23,3,2025-12-11,0,high_usage
2025-12-12 00:32:16.485070,2,0,24.7,9.64,0,4,2025-12-12,0,high_usage
2025-12-12 01:32:16.485070,1,0,25.3,9.93,1,4,2025-12-12,0,high_usage
2025-12-12 02:32:16.485070,2,0,24.8,9.97,2,4,2025-12-12,0,high_usage
2025-12-12 03:32:16.485070,2,0,26.5,10.16,3,4,2025-12-12,0,high_usage
2025-12-12 04:32:16.485070,1,0,26.8,10.09,4,4,2025-12-12,0,high_usage
2025-12-12 05:32:16.485070,2,0,26.8,9.92,5,4,2025-12-12,0,high_usage
2025-12-12 06:32:16.485070,1,0,30.1,10.26,6,4,2025-12-12,0,high_usage
2025-12-12 07:32:16.485070,17,0,31.1,18.56,7,4,2025-12-12,0,high_usage
2025-12-12 08:32:16.485070,47,0,29.8,20.59,8,4,2025-12-12,0,high_usage
2025-12-12 09:32:16.485070,35,0,30.5,20.4,9,4,2025-12-12,0,high_usage
2025-12-12 10:32:16.485070,63,0,34.1,23.85,10,4,2025-12-12,0,high_usage
2025-12-12 11:32:16.485070,57,0,35.2,24.03,11,4,2025-12-12,0,high_usage
2025-12-12 12:32:16.485070,61,0,36.4,24.71,12,4,2025-12-12,0,high_usage
2025-12-12 13:32:16.485070,66,0,34.4,23.43,13,4,2025-12-12,0,high_usage
2025-12-12 14:32:16.485070,60,0,32.9,22.14,14,4,2025-12-12,0,high_usage
2025-12-12 15:32:16.485070,58,0,33.3,22.58,15,4,2025-12-12,0,high_usage
2025-12-12 16:32:16.485070,41,0,31.7,21.27,16,4,2025-12-12,0,high_usage
2025-12-12 17:32:16.485070,39,0,29.7,20.24,17,4,2025-12-12,0,high_usage
2025-12-12 18:32:16.485070,18,0,30.3,19.18,18,4,2025-12-12,0,high_usage
2025-12-12 19:32:16.485070,18,0,28.5,16.22,19,4,2025-12-12,0,high_usage
2025-12-12 20:32:16.485070,2,0,28.4,9.96,20,4,2025-12-12,0,high_usage
2025-12-12 21:32:16.485070,2,0,23.9,9.74,21,4,2025-12-12,0,high_usage
2025-12-12 22:32:16.485070,2,0,26.0,9.57,22,4,2025-12-12,0,high_usage
2025-12-12 23:32:16.485070,1,0,26.1,10.43,23,4,2025-12-12,0,high_usage
2025-12-13 00:32:16.485070,1,1,25.5,11.31,0,5,2025-12-13,1,low_usage
2025-12-13 01:32:16.485070,1,1,25.7,11.94,1,5,2025-12-13,1,low_usage
2025-12-13 02:32:16.485070,1,1,23.9,10.56,2,5,2025-12-13,1,low_usage
2025-12-13 03:32:16.485070,1,1,24.4,11.7,3,5,2025-12-13,1,low_usage
2025-12-13 04:32:16.485070,0,1,26.3,11.35,4,5,2025-12-13,1,low_usage
2025-12-13 05:32:16.485070,1,1,27.1,11.2,5,5,2025-12-13,1,low_usage
2025-12-13 06:32:16.485070,1,1,31.0,10.74,6,5,2025-12-13,1,low_usage
2025-12-13 07:32:16.485070,0,1,29.8,12.71,7,5,2025-12-13,1,low_usage
2025-12-13 08:32:16.485070,1,1,31.5,12.32,8,5,2025-12-13,1,low_usage
2025-12-13 09:32:16.485070,1,1,33.6,13.12,9,5,2025-12-13,1,low_usage
2025-12-13 10:32:16.485070,3,1,36.2,13.38,10,5,2025-12-13,1,low_usage
2025-12-13 11:32:16.485070,2,1,34.1,13.21,11,5,2025-12-13,1,low_usage
2025-12-13 12:32:16.485070,3,1,33.1,12.99,12,5,2025-12-13,1,low_usage
2025-12-13 13:32:16.485070,2,1,35.4,13.37,13,5,2025-12-13,1,low_usage
2025-12-13 14:32:16.485070,3,1,34.6,12.37,14,5,2025-12-13,1,low_usage
2025-12-13 15:32:16.485070,0,1,32.5,12.55,15,5,2025-12-13,1,low_usage
2025-12-13 16:32:16.485070,1,1,31.3,12.65,16,5,2025-12-13,1,low_usage
2025-12-13 17:32:16.485070,1,1,30.5,13.29,17,5,2025-12-13,1,low_usage
2025-12-13 18:32:16.485070,1,1,29.0,13.03,18,5,2025-12-13,1,low_usage
2025-12-13 19:32:16.485070,1,1,27.0,12.98,19,5,2025-12-13,1,low_usage
2025-12-13 20:32:16.485070,0,1,27.0,10.75,20,5,2025-12-13,1,low_usage
2025-12-13 21:32:16.485070,1,1,25.9,10.98,21,5,2025-12-13,1,low_usage
2025-12-13 22:32:16.485070,1,1,28.6,10.79,22,5,2025-12-13,1,low_usage
2025-12-13 23:32:16.485070,1,1,26.1,11.32,23,5,2025-12-13,1,low_usage
2025-12-14 00:32:16.485070,0,1,24.6,10.54,0,6,2025-12-14,1,low_usage
2025-12-14 01:32:16.485070,0,1,26.8,10.98,1,6,2025-12-14,1,low_usage
2025-12-14 02:32:16.485070,0,1,26.4,11.22,2,6,2025-12-14,1,low_usage
2025-12-14 03:32:16.485070,1,1,26.7,10.86,3,6,2025-12-14,1,low_usage
2025-12-14 04:32:16.485070,1,1,27.8,9.85,4,6,2025-12-14,1,low_usage
2025-12-14 05:32:16.485070,0,1,28.8,11.79,5,6,2025-12-14,1,low_usage
2025-12-14 06:32:16.485070,1,1,30.5,10.88,6,6,2025-12-14,1,low_usage
2025-12-14 07:32:16.485070,0,1,31.7,13.99,7,6,2025-12-14,1,low_usage
2025-12-14 08:32:16.485070,1,1,33.2,12.97,8,6,2025-12-14,1,low_usage
2025-12-14 09:32:16.485070,1,1,34.4,13.93,9,6,2025-12-14,1,low_usage
2025-12-14 10:32:16.485070,2,1,35.0,13.59,10,6,2025-12-14,1,low_usage
2025-12-14 11:32:16.485070,3,1,36.4,13.23,11,6,2025-12-14,1,low_usage
2025-12-14 12:32:16.485070,3,1,33.5,13.28,12,6,2025-12-14,1,low_usage
2025-12-14 13:32:16.485070,2,1,36.7,13.4,13,6,2025-12-14,1,low_usage
2025-12-14 14:32:16.485070,3,1,36.1,13.52,14,6,2025-12-14,1,low_usage
2025-12-14 15:32:16.485070,1,1,35.3,12.84,15,6,2025-12-14,1,low_usage
2025-12-14 16:32:16.485070,0,1,32.4,12.62,16,6,2025-12-14,1,low_usage
2025-12-14 17:32:16.485070,1,1,30.4,13.25,17,6,2025-12-14,1,low_usage
2025-12-14 18:32:16.485070,0,1,28.1,12.89,18,6,2025-12-14,1,low_usage
2025-12-14 19:32:16.485070,0,1,28.8,12.41,19,6,2025-12-14,1,low_usage
2025-12-14 20:32:16.485070,1,1,28.2,11.18,20,6,2025-12-14,1,low_usage
2025-12-14 21:32:16.485070,0,1,25.8,10.57,21,6,2025-12-14,1,low_usage
2025-12-14 22:32:16.485070,0,1,28.1,10.79,22,6,2025-12-14,1,low_usage
2025-12-14 23:32:16.485070,0,1,24.2,10.48,23,6,2025-12-14,1,low_usage
2025-12-15 00:32:16.485070,1,0,24.9,9.87,0,0,2025-12-15,0,high_usage
2025-12-15 01:32:16.485070,2,0,26.0,8.94,1,0,2025-12-15,0,high_usage
2025-12-15 02:32:16.485070,2,0,26.9,9.56,2,0,2025-12-15,0,high_usage
2025-12-15 03:32:16.485070,1,0,25.9,9.49,3,0,2025-12-15,0,high_usage
2025-12-15 04:32:16.485070,1,0,26.8,10.21,4,0,2025-12-15,0,high_usage
2025-12-15 05:32:16.485070,1,0,30.8,10.19,5,0,2025-12-15,0,high_usage
2025-12-15 06:32:16.485070,1,0,30.1,9.99,6,0,2025-12-15,0,high_usage
2025-12-15 07:32:16.485070,24,0,31.4,18.6,7,0,2025-12-15,0,high_usage
2025-12-15 08:32:16.485070,37,0,34.8,23.42,8,0,2025-12-15,0,high_usage
2025-12-15 09:32:16.485070,47,0,33.9,23.38,9,0,2025-12-15,0,high_usage
2025-12-15 10:32:16.485070,57,0,34.4,22.69,10,0,2025-12-15,0,high_usage
2025-12-15 11:32:16.485070,62,0,36.1,24.61,11,0,2025-12-15,0,high_usage
2025-12-15 12:32:16.485070,56,0,34.0,23.19,12,0,2025-12-15,0,high_usage
2025-12-15 13:32:16.485070,54,0,34.6,23.67,13,0,2025-12-15,0,high_usage
2025-12-15 14:32:16.485070,54,0,34.0,22.82,14,0,2025-12-15,0,high_usage
2025-12-15 15:32:16.485070,63,0,33.7,23.48,15,0,2025-12-15,0,high_usage
2025-12-15 16:32:16.485070,42,0,30.2,20.81,16,0,2025-12-15,0,high_usage
2025-12-15 17:32:16.485070,36,0,33.2,21.6,17,0,2025-12-15,0,high_usage
2025-12-15 18:32:16.485070,20,0,29.3,19.11,18,0,2025-12-15,0,high_usage
2025-12-15 19:32:16.485070,21,0,28.7,17.97,19,0,2025-12-15,0,high_usage
2025-12-15 20:32:16.485070,1,0,28.6,9.55,20,0,2025-12-15,0,high_usage
2025-12-15 21:32:16.485070,2,0,27.9,9.08,21,0,2025-12-15,0,high_usage
2025-12-15 22:32:16.485070,1,0,26.7,10.39,22,0,2025-12-15,0,high_usage
2025-12-15 23:32:16.485070,1,0,25.3,10.1,23,0,2025-12-15,0,high_usage
2025-12-16 00:32:16.485070,2,0,25.3,9.99,0,1,2025-12-16,0,high_usage
2025-12-16 01:32:16.485070,1,0,25.0,9.62,1,1,2025-12-16,0,high_usage
2025-12-16 02:32:16.485070,1,0,26.5,9.97,2,1,2025-12-16,0,high_usage
2025-12-16 03:32:16.485070,2,0,25.3,10.12,3,1,2025-12-16,0,high_usage
2025-12-16 04:32:16.485070,2,0,27.9,10.02,4,1,2025-12-16,0,high_usage
2025-12-16 05:32:16.485070,1,0,30.0,10.02,5,1,2025-12-16,0,high_usage
2025-12-16 06:32:16.485070,2,0,32.3,9.94,6,1,2025-12-16,0,high_usage
2025-12-16 07:32:16.485070,17,0,32.1,18.99,7,1,2025-12-16,0,high_usage
2025-12-16 08:32:16.485070,32,0,31.3,20.62,8,1,2025-12-16,0,high_usage
2025-12-16 09:32:16.485070,37,0,33.8,22.15,9,1,2025-12-16,0,high_usage
2025-12-16 10:32:16.485070,48,0,35.1,23.35,10,1,2025-12-16,0,high_usage
2025-12-16 11:32:16.485070,57,0,35.7,23.41,11,1,2025-12-16,0,high_usage
2025-12-16 12:32:16.485070,68,0,35.3,24.06,12,1,2025-12-16,0,high_usage
2025-12-16 13:32:16.485070,58,0,34.5,24.06,13,1,2025-12-16,0,high_usage
2025-12-16 14:32:16.485070,54,0,33.9,23.04,14,1,2025-12-16,0,high_usage
2025-12-16 15:32:16.485070,66,0,35.3,23.86,15,1,2025-12-16,0,high_usage
2025-12-16 16:32:16.485070,41,0,33.4,22.84,16,1,2025-12-16,0,high_usage
2025-12-16 17:32:16.485070,31,0,33.0,21.9,17,1,2025-12-16,0,high_usage
2025-12-16 18:32:16.485070,17,0,30.8,19.64,18,1,2025-12-16,0,high_usage
2025-12-16 19:32:16.485070,22,0,29.2,17.13,19,1,2025-12-16,0,high_usage
2025-12-16 20:32:16.485070,1,0,28.0,10.09,20,1,2025-12-16,0,high_usage
2025-12-16 21:32:16.485070,2,0,26.6,10.55,21,1,2025-12-16,0,high_usage
2025-12-16 22:32:16.485070,2,0,25.9,9.98,22,1,2025-12-16,0,high_usage
2025-12-16 23:32:16.485070,1,0,28.5,10.22,23,1,2025-12-16,0,high_usage
2025-12-17 00:32:16.485070,1,0,26.9,9.79,0,2,2025-12-17,0,high_usage
2025-12-17 01:32:16.485070,2,0,25.0,10.53,1,2,2025-12-17,0,high_usage
2025-12-17 02:32:16.485070,1,0,26.1,9.52,2,2,2025-12-17,0,high_usage
2025-12-17 03:32:16.485070,2,0,28.9,10.56,3,2,2025-12-17,0,high_usage
2025-12-17 04:32:16.485070,2,0,29.7,10.02,4,2,2025-12-17,0,high_usage
2025-12-17 05:32:16.485070,1,0,28.0,10.45,5,2,2025-12-17,0,high_usage
2025-12-17 06:32:16.485070,2,0,32.2,11.04,6,2,2025-12-17,0,high_usage
2025-12-17 07:32:16.485070,22,0,33.4,19.71,7,2,2025-12-17,0,high_usage
2025-12-17 08:32:16.485070,40,0,32.9,21.62,8,2,2025-12-17,0,high_usage
2025-12-17 09:32:16.485070,37,0,36.2,23.64,9,2,2025-12-17,0,high_usage
2025-12-17 10:32:16.485070,57,0,36.0,24.55,10,2,2025-12-17,0,high_usage
2025-12-17 11:32:16.485070,60,0,37.1,24.94,11,2,2025-12-17,0,high_usage
2025-12-17 12:32:16.485070,64,0,35.8,24.21,12,2,2025-12-17,0,high_usage
2025-12-17 13:32:16.485070,60,0,35.8,24.4,13,2,2025-12-17,0,high_usage
