timestamp,total_electricity_kwh,solar_generation_kwh,water_consumption_l,co2_emissions_kg,co2_saved_kg,temperature,is_weekend,sustainability_score
2025-11-09 06:32:27.475937,25.98,0.0,804,21.31,0.0,26.7,1,43.0
2025-11-09 07:32:27.475937,26.76,0.0,642,21.94,0.0,27.4,1,40.3
2025-11-09 08:32:27.475937,29.38,4.51,779,24.09,3.7,29.5,1,52.5
2025-11-09 09:32:27.475937,32.36,8.37,907,26.54,6.86,31.8,1,72.7
2025-11-09 10:32:27.475937,32.33,9.85,798,26.51,8.08,31.1,1,71.9
2025-11-09 11:32:27.475937,31.36,11.13,867,25.71,9.13,30.9,1,83.0
2025-11-09 12:32:27.475937,36.17,14.81,891,29.66,12.14,34.3,1,80.4
2025-11-09 13:32:27.475937,34.32,12.22,664,28.14,10.02,33.3,1,76.5
2025-11-09 14:32:27.475937,35.57,10.59,710,29.16,8.68,33.1,1,72.9
2025-11-09 15:32:27.475937,33.89,8.66,725,27.79,7.1,32.9,1,73.1
2025-11-09 16:32:27.475937,30.37,3.8,744,24.9,3.12,30.3,1,58.2
2025-11-09 17:32:27.475937,31.7,0.0,762,26.0,0.0,29.8,1,45.9
2025-11-09 18:32:27.475937,26.55,0.0,790,21.77,0.0,27.6,1,44.5
2025-11-09 19:32:27.475937,24.68,0.0,888,20.24,0.0,26.0,1,46.1
2025-11-09 20:32:27.475937,23.12,0.0,885,18.96,0.0,25.2,1,41.7
2025-11-09 21:32:27.475937,21.55,0.0,630,17.67,0.0,23.1,1,46.0
2025-11-09 22:32:27.475937,21.45,0.0,743,17.59,0.0,23.0,1,46.1
2025-11-09 23:32:27.475937,21.06,0.0,765,17.27,0.0,23.4,1,46.9
2025-11-10 00:32:27.475937,23.33,0.0,557,19.13,0.0,21.4,0,45.1
2025-11-10 01:32:27.475937,24.43,0.0,454,20.03,0.0,23.2,0,46.7
2025-11-10 02:32:27.475937,23.82,0.0,545,19.54,0.0,23.0,0,40.1
2025-11-10 03:32:27.475937,26.45,0.0,429,21.69,0.0,25.8,0,49.1
2025-11-10 04:32:27.475937,26.07,0.0,512,21.38,0.0,25.0,0,49.1
2025-11-10 05:32:27.475937,29.6,0.0,524,24.27,0.0,27.9,0,42.5
2025-11-10 06:32:27.475937,28.65,0.0,582,23.49,0.0,27.8,0,39.1
2025-11-10 07:32:27.475937,32.11,0.0,538,26.33,0.0,29.2,0,44.0
2025-11-10 08:32:27.475937,124.7,4.13,2892,102.25,3.39,31.1,0,20.4
2025-11-10 09:32:27.475937,126.68,8.15,3263,103.87,6.68,33.7,0,25.4
2025-11-10 10:32:27.475937,126.83,11.0,2634,104.0,9.02,33.9,0,22.5
2025-11-10 11:32:27.475937,126.99,11.19,2528,104.13,9.18,33.2,0,27.6
2025-11-10 12:32:27.475937,126.29,10.55,2985,103.56,8.65,32.8,0,29.8
2025-11-10 13:32:27.475937,126.85,13.29,2718,104.02,10.9,32.7,0,28.1
2025-11-10 14:32:27.475937,125.48,10.47,3163,102.89,8.59,31.3,0,21.5
2025-11-10 15:32:27.475937,127.49,6.23,2924,104.54,5.11,33.5,0,24.2
2025-11-10 16:32:27.475937,126.22,3.79,3056,103.5,3.11,32.5,0,18.9
2025-11-10 17:32:27.475937,119.47,0.0,3290,97.97,0.0,28.2,0,17.0
2025-11-10 18:32:27.475937,121.14,0.0,3536,99.33,0.0,28.7,0,17.9
2025-11-10 19:32:27.475937,29.63,0.0,634,24.3,0.0,28.1,0,41.2
2025-11-10 20:32:27.475937,25.72,0.0,436,21.09,0.0,24.7,0,35.9
2025-11-10 21:32:27.475937,28.78,0.0,550,23.6,0.0,27.1,0,43.6
2025-11-10 22:32:27.475937,25.12,0.0,528,20.6,0.0,23.9,0,39.3
2025-11-10 23:32:27.475937,25.01,0.0,397,20.51,0.0,22.6,0,44.3
2025-11-11 00:32:27.475937,23.95,0.0,549,19.64,0.0,22.9,0,39.0
2025-11-11 01:32:27.475937,24.94,0.0,514,20.45,0.0,23.1,0,44.5
2025-11-11 02:32:27.475937,24.91,0.0,551,20.43,0.0,25.2,0,41.1
2025-11-11 03:32:27.475937,23.87,0.0,543,19.58,0.0,22.6,0,39.0
2025-11-11 04:32:27.475937,28.58,0.0,613,23.44,0.0,26.7,0,44.4
2025-11-11 05:32:27.475937,30.67,0.0,468,25.15,0.0,28.7,0,45.4
2025-11-11 06:32:27.475937,32.47,0.0,614,26.62,0.0,29.4,0,41.4
2025-11-11 07:32:27.475937,29.47,0.0,429,24.16,0.0,27.9,0,43.7
2025-11-11 08:32:27.475937,125.88,3.86,2347,103.22,3.17,32.2,0,21.7
2025-11-11 09:32:27.475937,124.23,8.43,3122,101.87,6.91,31.9,0,24.5
2025-11-11 10:32:27.475937,123.83,11.76,2719,101.54,9.64,31.9,0,28.3
2025-11-11 11:32:27.475937,127.81,11.48,2839,104.8,9.41,33.6,0,28.4
2025-11-11 12:32:27.475937,128.92,13.49,3431,105.71,11.06,35.0,0,30.2
2025-11-11 13:32:27.475937,124.86,12.0,3031,102.38,9.84,33.7,0,26.3
2025-11-11 14:32:27.475937,125.64,9.89,3138,103.02,8.11,33.7,0,24.7
2025-11-11 15:32:27.475937,126.77,7.03,3248,103.95,5.76,33.1,0,21.9
2025-11-11 16:32:27.475937,121.4,3.53,3263,99.55,2.89,29.5,0,18.6
2025-11-11 17:32:27.475937,120.36,0.0,3068,98.69,0.0,28.5,0,20.4
2025-11-11 18:32:27.475937,118.14,0.0,2781,96.87,0.0,26.3,0,16.8
2025-11-11 19:32:27.475937,29.71,0.0,407,24.37,0.0,27.8,0,38.8
2025-11-11 20:32:27.475937,28.37,0.0,531,23.26,0.0,27.7,0,46.9
2025-11-11 21:32:27.475937,26.36,0.0,426,21.61,0.0,25.4,0,43.6
2025-11-11 22:32:27.475937,27.0,0.0,356,22.14,0.0,25.9,0,46.8
2025-11-11 23:32:27.475937,24.87,0.0,539,20.39,0.0,22.7,0,44.4
2025-11-12 00:32:27.475937,24.59,0.0,344,20.17,0.0,23.6,0,45.9
2025-11-12 01:32:27.475937,25.93,0.0,389,21.26,0.0,25.2,0,41.6
2025-11-12 02:32:27.475937,23.49,0.0,554,19.26,0.0,24.4,0,47.4
2025-11-12 03:32:27.475937,25.32,0.0,494,20.76,0.0,25.2,0,38.0
2025-11-12 04:32:27.475937,28.63,0.0,529,23.48,0.0,27.0,0,41.8
2025-11-12 05:32:27.475937,28.08,0.0,641,23.02,0.0,27.4,0,41.2
2025-11-12 06:32:27.475937,30.7,0.0,393,25.17,0.0,29.6,0,41.4
2025-11-12 07:32:27.475937,29.16,0.0,545,23.91,0.0,27.8,0,39.0
2025-11-12 08:32:27.475937,126.15,3.78,3466,103.44,3.1,33.2,0,25.7
2025-11-12 09:32:27.475937,124.71,6.98,2921,102.26,5.72,32.7,0,25.5
2025-11-12 10:32:27.475937,126.54,9.73,3144,103.76,7.98,32.2,0,25.6
2025-11-12 11:32:27.475937,127.46,13.86,3110,104.52,11.37,34.3,0,30.6
2025-11-12 12:32:27.475937,131.4,8.02,2946,107.74,6.58,35.9,0,25.7
2025-11-12 13:32:27.475937,123.58,10.42,3092,101.34,8.54,31.2,0,28.9
2025-11-12 14:32:27.475937,126.48,8.84,3496,103.71,7.25,33.3,0,28.1
2025-11-12 15:32:27.475937,121.72,6.97,3386,99.81,5.72,30.7,0,26.3
2025-11-12 16:32:27.475937,120.89,4.22,2402,99.13,3.46,30.1,0,23.3
2025-11-12 17:32:27.475937,123.31,0.0,3003,101.12,0.0,30.1,0,17.3
2025-11-12 18:32:27.475937,121.15,0.0,3042,99.34,0.0,29.3,0,26.8
2025-11-12 19:32:27.475937,29.51,0.0,380,24.2,0.0,28.4,0,42.3
2025-11-12 20:32:27.475937,27.94,0.0,326,22.91,0.0,26.9,0,41.0
2025-11-12 21:32:27.475937,24.07,0.0,561,19.74,0.0,24.9,0,44.7
2025-11-12 22:32:27.475937,24.94,0.0,440,20.45,0.0,23.8,0,43.3
2025-11-12 23:32:27.475937,24.54,0.0,383,20.12,0.0,24.7,0,45.1
2025-11-13 00:32:27.475937,24.86,0.0,428,20.39,0.0,23.0,0,45.3
2025-11-13 01:32:27.475937,25.28,0.0,348,20.73,0.0,24.8,0,43.0
2025-11-13 02:32:27.475937,25.65,0.0,472,21.04,0.0,25.6,0,46.9
2025-11-13 03:32:27.475937,24.56,0.0,486,20.14,0.0,24.3,0,46.0
2025-11-13 04:32:27.475937,28.21,0.0,408,23.13,0.0,26.5,0,42.0
2025-11-13 05:32:27.475937,26.94,0.0,537,22.09,0.0,25.6,0,39.8
2025-11-13 06:32:27.475937,29.89,0.0,456,24.51,0.0,28.6,0,47.3
2025-11-13 07:32:27.475937,32.11,0.0,441,26.33,0.0,29.8,0,41.0
2025-11-13 08:32:27.475937,127.41,3.32,3346,104.48,2.72,32.9,0,26.3
2025-11-13 09:32:27.475937,129.94,8.22,2419,106.55,6.74,34.7,0,24.7
2025-11-13 10:32:27.475937,124.27,8.67,2857,101.91,7.11,30.7,0,23.2
2025-11-13 11:32:27.475937,127.63,10.39,3170,104.65,8.52,34.1,0,23.2
2025-11-13 12:32:27.475937,130.06,10.3,3083,106.65,8.45,35.4,0,24.1
2025-11-13 13:32:27.475937,126.48,11.75,3406,103.72,9.64,33.0,0,27.9
2025-11-13 14:32:27.475937,130.84,6.26,3432,107.29,5.13,36.8,0,19.9
2025-11-13 15:32:27.475937,123.04,6.25,3142,100.9,5.12,31.0,0,19.9
2025-11-13 16:32:27.475937,126.85,3.54,2948,104.01,2.9,32.4,0,21.7
2025-11-13 17:32:27.475937,123.66,0.0,3289,101.4,0.0,31.2,0,15.5
2025-11-13 18:32:27.475937,122.46,0.0,3070,100.42,0.0,30.2,0,23.1
2025-11-13 19:32:27.475937,30.0,0.0,429,24.6,0.0,28.4,0,39.5
2025-11-13 20:32:27.475937,30.45,0.0,536,24.97,0.0,29.0,0,37.9
2025-11-13 21:32:27.475937,26.21,0.0,625,21.49,0.0,25.7,0,51.6
2025-11-13 22:32:27.475937,24.27,0.0,487,19.9,0.0,24.6,0,44.8
2025-11-13 23:32:27.475937,25.56,0.0,625,20.96,0.0,25.3,0,48.5
2025-11-14 00:32:27.475937,25.4,0.0,496,20.83,0.0,25.1,0,45.2
2025-11-14 01:32:27.475937,24.94,0.0,480,20.45,0.0,24.3,0,47.2
2025-11-14 02:32:27.475937,28.08,0.0,433,23.02,0.0,26.4,0,42.5
2025-11-14 03:32:27.475937,29.49,0.0,477,24.18,0.0,28.1,0,45.9
2025-11-14 04:32:27.475937,25.16,0.0,448,20.63,0.0,25.1,0,44.3
2025-11-14 05:32:27.475937,30.02,0.0,519,24.62,0.0,28.5,0,40.9
2025-11-14 06:32:27.475937,34.26,0.0,587,28.09,0.0,31.6,0,41.8
2025-11-14 07:32:27.475937,35.47,0.0,445,29.09,0.0,31.6,0,43.0
2025-11-14 08:32:27.475937,124.44,3.29,3243,102.04,2.7,31.0,0,19.8
2025-11-14 09:32:27.475937,129.15,8.05,3022,105.9,6.6,34.7,0,25.6
2025-11-14 10:32:27.475937,126.98,10.86,3120,104.12,8.91,33.4,0,19.8
2025-11-14 11:32:27.475937,129.59,7.82,3431,106.26,6.41,35.1,0,25.9
2025-11-14 12:32:27.475937,128.83,12.28,2313,105.64,10.07,34.4,0,24.3
2025-11-14 13:32:27.475937,129.96,9.58,2932,106.57,7.86,36.1,0,20.2
2025-11-14 14:32:27.475937,128.35,7.09,3135,105.25,5.81,35.4,0,25.5
2025-11-14 15:32:27.475937,125.29,7.45,3126,102.74,6.11,31.8,0,25.0
2025-11-14 16:32:27.475937,126.4,4.31,3005,103.64,3.53,32.0,0,21.4
2025-11-14 17:32:27.475937,123.05,0.0,3086,100.9,0.0,30.1,0,22.0
2025-11-14 18:32:27.475937,120.96,0.0,3250,99.19,0.0,29.7,0,16.1
2025-11-14 19:32:27.475937,28.99,0.0,472,23.77,0.0,27.5,0,44.7
2025-11-14 20:32:27.475937,29.12,0.0,497,23.88,0.0,26.9,0,42.9
2025-11-14 21:32:27.475937,29.76,0.0,511,24.4,0.0,27.6,0,40.6
2025-11-14 22:32:27.475937,27.12,0.0,404,22.24,0.0,25.6,0,42.3
2025-11-14 23:32:27.475937,27.16,0.0,522,22.27,0.0,26.0,0,39.8
2025-11-15 00:32:27.475937,22.05,0.0,713,18.08,0.0,22.9,1,46.0
2025-11-15 01:32:27.475937,25.04,0.0,908,20.53,0.0,25.4,1,41.0
2025-11-15 02:32:27.475937,23.4,0.0,812,19.19,0.0,26.1,1,43.8
2025-11-15 03:32:27.475937,24.72,0.0,804,20.27,0.0,26.6,1,38.6
2025-11-15 04:32:27.475937,24.94,0.0,599,20.45,0.0,24.6,1,46.6
2025-11-15 05:32:27.475937,29.03,0.0,991,23.8,0.0,28.5,1,43.7
2025-11-15 06:32:27.475937,30.95,0.0,820,25.38,0.0,30.1,1,47.2
2025-11-15 07:32:27.475937,34.06,0.0,617,27.93,0.0,32.6,1,42.2
2025-11-15 08:32:27.475937,39.52,2.47,812,32.4,2.03,35.5,1,45.8
2025-11-15 09:32:27.475937,33.88,8.61,837,27.78,7.06,33.1,1,65.7
2025-11-15 10:32:27.475937,33.81,11.34,692,27.72,9.3,33.5,1,76.0
2025-11-15 11:32:27.475937,35.65,12.74,792,29.24,10.45,34.7,1,76.8
2025-11-15 12:32:27.475937,39.96,9.63,819,32.77,7.9,35.9,1,68.4
2025-11-15 13:32:27.475937,40.38,7.24,870,33.11,5.94,36.7,1,58.9
2025-11-15 14:32:27.475937,34.12,9.53,639,27.98,7.81,33.5,1,74.0
2025-11-15 15:32:27.475937,34.81,6.71,811,28.54,5.5,33.2,1,56.4
2025-11-15 16:32:27.475937,34.35,3.98,881,28.17,3.26,33.2,1,54.5
2025-11-15 17:32:27.475937,31.77,0.0,962,26.05,0.0,31.7,1,42.6
2025-11-15 18:32:27.475937,29.75,0.0,899,24.4,0.0,28.6,1,40.3
2025-11-15 19:32:27.475937,31.36,0.0,677,25.72,0.0,30.8,1,39.4
2025-11-15 20:32:27.475937,24.09,0.0,909,19.75,0.0,25.9,1,48.5
2025-11-15 21:32:27.475937,23.35,0.0,815,19.14,0.0,23.8,1,37.4
2025-11-15 22:32:27.475937,24.4,0.0,888,20.01,0.0,25.0,1,39.8
2025-11-15 23:32:27.475937,25.39,0.0,654,20.82,0.0,25.2,1,46.1
2025-11-16 00:32:27.475937,21.68,0.0,803,17.78,0.0,24.3,1,43.9
2025-11-16 01:32:27.475937,22.46,0.0,771,18.42,0.0,25.2,1,46.3
2025-11-16 02:32:27.475937,23.88,0.0,781,19.58,0.0,25.9,1,41.5
2025-11-16 03:32:27.475937,27.56,0.0,832,22.6,0.0,27.5,1,42.2
2025-11-16 04:32:27.475937,25.42,0.0,799,20.84,0.0,27.4,1,39.5
2025-11-16 05:32:27.475937,31.75,0.0,813,26.03,0.0,31.3,1,38.0
2025-11-16 06:32:27.475937,31.76,0.0,808,26.05,0.0,31.3,1,36.8
2025-11-16 07:32:27.475937,35.46,0.0,904,29.08,0.0,32.7,1,35.3
2025-11-16 08:32:27.475937,34.71,4.09,891,28.46,3.35,32.5,1,52.7
2025-11-16 09:32:27.475937,37.25,5.14,886,30.55,4.21,35.1,1,54.8
2025-11-16 10:32:27.475937,39.12,7.04,662,32.08,5.77,35.9,1,57.5
2025-11-16 11:32:27.475937,36.0,10.39,807,29.52,8.52,34.2,1,72.4
2025-11-16 12:32:27.475937,36.99,13.22,662,30.33,10.84,34.3,1,81.1
2025-11-16 13:32:27.475937,34.03,10.5,714,27.9,8.61,33.5,1,76.6
2025-11-16 14:32:27.475937,39.28,6.2,848,32.21,5.08,36.8,1,51.9
2025-11-16 15:32:27.475937,36.14,7.74,736,29.64,6.35,34.9,1,61.5
2025-11-16 16:32:27.475937,32.82,3.89,722,26.92,3.19,32.5,1,58.0
2025-11-16 17:32:27.475937,34.24,0.0,857,28.08,0.0,31.6,1,39.1
2025-11-16 18:32:27.475937,33.3,0.0,687,27.3,0.0,31.2,1,45.4
2025-11-16 19:32:27.475937,31.12,0.0,885,25.51,0.0,30.5,1,44.3
2025-11-16 20:32:27.475937,28.69,0.0,844,23.52,0.0,28.4,1,41.5
2025-11-16 21:32:27.475937,27.34,0.0,721,22.42,0.0,28.2,1,43.2
2025-11-16 22:32:27.475937,23.98,0.0,920,19.66,0.0,26.0,1,48.8
2025-11-16 23:32:27.475937,24.35,0.0,812,19.97,0.0,24.9,1,44.2
2025-11-17 00:32:27.475937,30.39,0.0,508,24.92,0.0,28.3,0,45.9
2025-11-17 01:32:27.475937,28.36,0.0,590,23.26,0.0,27.0,0,49.1
2025-11-17 02:32:27.475937,24.26,0.0,693,19.89,0.0,25.0,0,45.9
2025-11-17 03:32:27.475937,30.41,0.0,536,24.94,0.0,27.9,0,47.1
2025-11-17 04:32:27.475937,29.45,0.0,419,24.15,0.0,27.8,0,42.3
2025-11-17 05:32:27.475937,32.97,0.0,389,27.03,0.0,29.7,0,38.8
2025-11-17 06:32:27.475937,34.27,0.0,712,28.1,0.0,31.5,0,42.4
2025-11-17 07:32:27.475937,35.09,0.0,560,28.78,0.0,32.6,0,40.5
2025-11-17 08:32:27.475937,128.23,3.27,2957,105.15,2.68,33.9,0,23.8
2025-11-17 09:32:27.475937,128.12,6.18,3209,105.06,5.07,34.6,0,18.8
2025-11-17 10:32:27.475937,128.13,11.86,3282,105.06,9.73,34.2,0,22.5
2025-11-17 11:32:27.475937,128.07,13.78,2737,105.02,11.3,34.8,0,33.2
2025-11-17 12:32:27.475937,130.58,8.71,2886,107.07,7.14,35.7,0,24.7
2025-11-17 13:32:27.475937,130.62,8.38,2742,107.11,6.87,35.7,0,23.2
2025-11-17 14:32:27.475937,127.9,10.71,2654,104.88,8.78,34.8,0,32.9
2025-11-17 15:32:27.475937,127.63,7.12,3120,104.66,5.84,33.7,0,18.5
2025-11-17 16:32:27.475937,125.25,4.07,2906,102.7,3.34,32.5,0,19.5
2025-11-17 17:32:27.475937,124.34,0.0,2852,101.96,0.0,31.6,0,18.1
2025-11-17 18:32:27.475937,122.74,0.0,3097,100.65,0.0,30.6,0,19.1
2025-11-17 19:32:27.475937,29.23,0.0,537,23.97,0.0,28.7,0,42.8
2025-11-17 20:32:27.475937,26.02,0.0,477,21.34,0.0,26.6,0,45.8
2025-11-17 21:32:27.475937,26.66,0.0,573,21.86,0.0,25.7,0,49.8
2025-11-17 22:32:27.475937,28.42,0.0,320,23.3,0.0,28.3,0,43.2
2025-11-17 23:32:27.475937,24.22,0.0,413,19.86,0.0,25.1,0,39.0
2025-11-18 00:32:27.475937,28.63,0.0,421,23.48,0.0,27.0,0,41.8
