timestamp,hour,heart_rate,resting_hr,hr_variability,is_sleep,is_anomaly
2025-12-06 16:32:41.976005,16,78.3,58.3,30.5,0,0
2025-12-06 17:32:41.976005,17,78.2,54.3,50.1,0,0
2025-12-06 18:32:41.976005,18,73.8,57.0,33.4,0,0
2025-12-06 19:32:41.976005,19,73.4,60.5,34.1,0,0
2025-12-06 20:32:41.976005,20,77.6,58.2,40.6,0,0
2025-12-06 21:32:41.976005,21,70.6,57.8,39.8,0,0
2025-12-06 22:32:41.976005,22,66.7,58.0,10.9,0,0
2025-12-06 23:32:41.976005,23,54.9,62.5,32.4,1,0
2025-12-07 00:32:41.976005,0,67.0,55.2,36.6,1,0
2025-12-07 01:32:41.976005,1,64.0,60.5,65.0,1,0
2025-12-07 02:32:41.976005,2,67.1,59.0,23.9,1,0
2025-12-07 03:32:41.976005,3,68.0,63.1,45.4,1,0
2025-12-07 04:32:41.976005,4,61.2,52.1,48.8,1,0
2025-12-07 05:32:41.976005,5,62.5,56.2,37.6,1,0
2025-12-07 06:32:41.976005,6,75.5,51.1,45.5,0,0
2025-12-07 07:32:41.976005,7,81.3,56.7,40.2,0,0
2025-12-07 08:32:41.976005,8,73.2,57.5,54.4,0,0
2025-12-07 09:32:41.976005,9,78.1,62.8,34.5,0,0
2025-12-07 10:32:41.976005,10,87.6,57.4,38.8,0,0
2025-12-07 11:32:41.976005,11,75.5,62.0,35.2,0,0
2025-12-07 12:32:41.976005,12,75.9,57.6,26.1,0,0
2025-12-07 13:32:41.976005,13,70.6,53.9,46.5,0,0
2025-12-07 14:32:41.976005,14,83.8,62.5,31.1,0,0
2025-12-07 15:32:41.976005,15,77.1,59.1,54.7,0,0
2025-12-07 16:32:41.976005,16,82.7,60.8,37.0,0,0
2025-12-07 17:32:41.976005,17,73.5,58.6,40.1,0,0
2025-12-07 18:32:41.976005,18,36.0,58.9,38.6,0,1
2025-12-07 19:32:41.976005,19,71.2,56.1,48.1,0,0
2025-12-07 20:32:41.976005,20,74.3,56.5,40.4,0,0
2025-12-07 21:32:41.976005,21,68.6,54.6,37.4,0,0
2025-12-07 22:32:41.976005,22,74.7,56.4,42.2,0,0
2025-12-07 23:32:41.976005,23,62.4,60.9,30.0,1,0
2025-12-08 00:32:41.976005,0,63.2,53.2,31.2,1,0
2025-12-08 01:32:41.976005,1,59.6,55.4,28.3,1,0
2025-12-08 02:32:41.976005,2,63.1,59.7,56.6,1,0
2025-12-08 03:32:41.976005,3,66.4,62.2,42.3,1,0
2025-12-08 04:32:41.976005,4,60.2,59.3,43.9,1,0
2025-12-08 05:32:41.976005,5,65.5,63.0,42.8,1,0
2025-12-08 06:32:41.976005,6,69.7,56.2,33.2,0,0
2025-12-08 07:32:41.976005,7,75.9,52.0,44.9,0,0
2025-12-08 08:32:41.976005,8,72.9,58.2,43.7,0,0
2025-12-08 09:32:41.976005,9,68.7,51.5,42.8,0,0
2025-12-08 10:32:41.976005,10,76.5,55.5,30.9,0,0
2025-12-08 11:32:41.976005,11,72.2,59.8,34.9,0,0
2025-12-08 12:32:41.976005,12,69.2,58.7,42.2,0,0
2025-12-08 13:32:41.976005,13,67.8,67.2,45.2,0,0
2025-12-08 14:32:41.976005,14,73.3,56.4,42.3,0,0
2025-12-08 15:32:41.976005,15,69.6,60.7,50.5,0,0
2025-12-08 16:32:41.976005,16,45.4,60.3,36.2,0,1
2025-12-08 17:32:41.976005,17,67.9,54.9,25.6,0,0
2025-12-08 18:32:41.976005,18,69.5,57.8,33.8,0,0
2025-12-08 19:32:41.976005,19,68.5,58.7,41.7,0,0
2025-12-08 20:32:41.976005,20,70.1,57.6,37.3,0,0
2025-12-08 21:32:41.976005,21,69.6,54.5,39.0,0,0
2025-12-08 22:32:41.976005,22,78.0,58.4,40.0,0,0
2025-12-08 23:32:41.976005,23,63.0,59.1,46.2,1,0
2025-12-09 00:32:41.976005,0,66.3,61.0,38.3,1,0
2025-12-09 01:32:41.976005,1,62.9,58.8,32.2,1,0
2025-12-09 02:32:41.976005,2,69.0,57.0,35.2,1,0
2025-12-09 03:32:41.976005,3,61.4,61.2,41.1,1,0
2025-12-09 04:32:41.976005,4,60.9,57.0,36.8,1,0
2025-12-09 05:32:41.976005,5,64.1,54.8,29.3,1,0
2025-12-09 06:32:41.976005,6,78.3,56.3,44.4,0,0
2025-12-09 07:32:41.976005,7,77.8,59.5,39.8,0,0
2025-12-09 08:32:41.976005,8,60.5,59.7,33.8,0,0
2025-12-09 09:32:41.976005,9,68.3,55.9,23.7,0,0
2025-12-09 10:32:41.976005,10,67.3,55.8,33.3,0,0
2025-12-09 11:32:41.976005,11,67.5,58.8,39.8,0,0
2025-12-09 12:32:41.976005,12,72.7,58.6,39.2,0,0
2025-12-09 13:32:41.976005,13,68.3,57.0,45.9,0,0
2025-12-09 14:32:41.976005,14,73.4,61.9,51.6,0,0
2025-12-09 15:32:41.976005,15,65.5,63.4,50.0,0,0
2025-12-09 16:32:41.976005,16,81.4,57.6,35.1,0,0
2025-12-09 17:32:41.976005,17,67.4,63.6,34.5,0,0
2025-12-09 18:32:41.976005,18,73.4,57.0,33.7,0,0
2025-12-09 19:32:41.976005,19,71.5,56.8,36.7,0,0
2025-12-09 20:32:41.976005,20,66.2,56.9,38.5,0,0
2025-12-09 21:32:41.976005,21,73.3,59.6,40.1,0,0
2025-12-09 22:32:41.976005,22,63.8,56.5,46.0,0,0
2025-12-09 23:32:41.976005,23,61.7,52.3,28.7,1,0
2025-12-10 00:32:41.976005,0,71.7,55.2,34.0,1,0
2025-12-10 01:32:41.976005,1,55.6,55.5,50.9,1,0
2025-12-10 02:32:41.976005,2,66.4,56.7,35.2,1,0
2025-12-10 03:32:41.976005,3,55.7,55.1,39.2,1,0
2025-12-10 04:32:41.976005,4,70.0,57.6,40.8,1,0
2025-12-10 05:32:41.976005,5,57.4,61.7,51.1,1,0
2025-12-10 06:32:41.976005,6,71.4,54.9,29.2,0,0
2025-12-10 07:32:41.976005,7,68.8,57.9,48.8,0,0
2025-12-10 08:32:41.976005,8,76.6,58.1,46.8,0,0
2025-12-10 09:32:41.976005,9,69.1,61.3,50.3,0,0
2025-12-10 10:32:41.976005,10,76.9,56.3,47.5,0,0
2025-12-10 11:32:41.976005,11,75.6,58.7,45.5,0,0
2025-12-10 12:32:41.976005,12,74.1,62.1,42.3,0,0
2025-12-10 13:32:41.976005,13,68.6,60.4,31.1,0,0
2025-12-10 14:32:41.976005,14,74.7,52.2,40.7,0,0
2025-12-10 15:32:41.976005,15,78.8,52.6,35.3,0,0
2025-12-10 16:32:41.976005,16,70.9,56.9,49.8,0,0
2025-12-10 17:32:41.976005,17,73.6,57.2,43.1,0,0
2025-12-10 18:32:41.976005,18,76.2,57.0,44.4,0,0
2025-12-10 19:32:41.976005,19,74.2,61.2,35.3,0,0
2025-12-10 20:32:41.976005,20,79.1,58.9,29.8,0,0
2025-12-10 21:32:41.976005,21,72.6,61.5,39.0,0,0
2025-12-10 22:32:41.976005,22,74.5,60.7,41.6,0,0
2025-12-10 23:32:41.976005,23,62.4,59.8,50.7,1,0
2025-12-11 00:32:41.976005,0,66.4,61.9,46.0,1,0
2025-12-11 01:32:41.976005,1,61.3,64.2,37.3,1,0
2025-12-11 02:32:41.976005,2,65.6,60.2,42.7,1,0
2025-12-11 03:32:41.976005,3,56.2,66.3,40.5,1,0
2025-12-11 04:32:41.976005,4,68.1,55.4,31.7,1,0
2025-12-11 05:32:41.976005,5,66.0,55.7,45.6,1,0
2025-12-11 06:32:41.976005,6,136.9,63.1,43.4,0,1
2025-12-11 07:32:41.976005,7,69.1,55.9,38.8,0,0
2025-12-11 08:32:41.976005,8,74.5,55.8,21.4,0,0
2025-12-11 09:32:41.976005,9,69.7,58.5,25.6,0,0
2025-12-11 10:32:41.976005,10,73.2,54.3,29.9,0,0
2025-12-11 11:32:41.976005,11,67.4,57.8,43.7,0,0
2025-12-11 12:32:41.976005,12,76.3,60.5,56.4,0,0
2025-12-11 13:32:41.976005,13,66.3,57.2,49.1,0,0
2025-12-11 14:32:41.976005,14,76.1,62.7,35.9,0,0
2025-12-11 15:32:41.976005,15,68.5,56.5,52.6,0,0
2025-12-11 16:32:41.976005,16,76.1,60.0,36.4,0,0
2025-12-11 17:32:41.976005,17,73.6,62.8,40.2,0,0
2025-12-11 18:32:41.976005,18,69.5,59.5,28.8,0,0
2025-12-11 19:32:41.976005,19,69.9,59.7,41.5,0,0
2025-12-11 20:32:41.976005,20,77.3,55.4,50.8,0,0
2025-12-11 21:32:41.976005,21,69.0,56.6,25.2,0,0
2025-12-11 22:32:41.976005,22,84.0,53.6,52.9,0,0
2025-12-11 23:32:41.976005,23,60.5,53.7,50.8,1,0
2025-12-12 00:32:41.976005,0,140.3,56.0,42.1,1,1
2025-12-12 01:32:41.976005,1,60.7,59.3,43.4,1,0
2025-12-12 02:32:41.976005,2,60.1,56.3,44.4,1,0
2025-12-12 03:32:41.976005,3,56.9,54.9,30.1,1,0
2025-12-12 04:32:41.976005,4,67.9,55.1,31.7,1,0
2025-12-12 05:32:41.976005,5,52.6,57.0,30.5,1,0
2025-12-12 06:32:41.976005,6,73.0,63.4,59.6,0,0
2025-12-12 07:32:41.976005,7,80.0,59.3,48.0,0,0
2025-12-12 08:32:41.976005,8,71.1,61.8,37.6,0,0
2025-12-12 09:32:41.976005,9,71.8,54.1,44.9,0,0
2025-12-12 10:32:41.976005,10,60.8,57.7,35.0,0,0
2025-12-12 11:32:41.976005,11,117.9,57.0,37.7,0,1
2025-12-12 12:32:41.976005,12,64.0,54.4,31.5,0,0
2025-12-12 13:32:41.976005,13,77.6,56.9,20.3,0,0
2025-12-12 14:32:41.976005,14,70.6,58.7,31.1,0,0
2025-12-12 15:32:41.976005,15,76.3,59.1,34.6,0,0
2025-12-12 16:32:41.976005,16,78.4,58.5,38.6,0,0
2025-12-12 17:32:41.976005,17,66.3,53.0,36.7,0,0
2025-12-12 18:32:41.976005,18,69.4,60.7,31.5,0,0
2025-12-12 19:32:41.976005,19,72.0,60.0,36.1,0,0
2025-12-12 20:32:41.976005,20,63.0,52.3,50.2,0,0
2025-12-12 21:32:41.976005,21,65.1,61.0,37.1,0,0
2025-12-12 22:32:41.976005,22,79.2,55.6,48.8,0,0
2025-12-12 23:32:41.976005,23,58.3,61.3,119.7,1,1
2025-12-13 00:32:41.976005,0,59.7,54.6,41.6,1,0
2025-12-13 01:32:41.976005,1,75.1,59.4,21.7,1,0
2025-12-13 02:32:41.976005,2,71.1,54.9,36.4,1,0
2025-12-13 03:32:41.976005,3,58.0,58.8,51.7,1,0
2025-12-13 04:32:41.976005,4,63.0,53.1,43.0,1,0
2025-12-13 05:32:41.976005,5,64.6,62.3,10.0,1,0
2025-12-13 06:32:41.976005,6,71.3,60.2,47.5,0,0
2025-12-13 07:32:41.976005,7,73.0,58.3,40.1,0,0
2025-12-13 08:32:41.976005,8,81.5,52.6,28.1,0,0
2025-12-13 09:32:41.976005,9,64.3,56.3,31.2,0,0
2025-12-13 10:32:41.976005,10,68.9,62.9,38.7,0,0
2025-12-13 11:32:41.976005,11,75.0,64.0,41.2,0,0
2025-12-13 12:32:41.976005,12,72.3,63.3,49.6,0,0
2025-12-13 13:32:41.976005,13,73.0,62.6,48.5,0,0
2025-12-13 14:32:41.976005,14,77.2,62.0,30.4,0,0
2025-12-13 15:32:41.976005,15,71.5,60.5,47.3,0,0
2025-12-13 16:32:41.976005,16,73.5,55.6,30.2,0,0
2025-12-13 17:32:41.976005,17,74.4,58.0,54.6,0,0
2025-12-13 18:32:41.976005,18,72.3,61.0,39.7,0,0
2025-12-13 19:32:41.976005,19,75.8,56.9,46.4,0,0
2025-12-13 20:32:41.976005,20,75.9,61.8,44.2,0,0
2025-12-13 21:32:41.976005,21,73.9,55.6,39.2,0,0
2025-12-13 22:32:41.976005,22,76.9,56.9,146.1,0,1
2025-12-13 23:32:41.976005,23,57.6,61.8,46.9,1,0
2025-12-14 00:32:41.976005,0,55.6,60.0,44.0,1,0
2025-12-14 01:32:41.976005,1,62.6,57.7,37.5,1,0
2025-12-14 02:32:41.976005,2,62.6,61.1,40.0,1,0
2025-12-14 03:32:41.976005,3,69.1,59.5,41.2,1,0
2025-12-14 04:32:41.976005,4,67.1,54.2,34.0,1,0
2025-12-14 05:32:41.976005,5,57.3,60.5,32.7,1,0
2025-12-14 06:32:41.976005,6,74.2,53.4,41.2,0,0
2025-12-14 07:32:41.976005,7,76.0,58.9,38.0,0,0
2025-12-14 08:32:41.976005,8,68.0,53.9,18.3,0,0
2025-12-14 09:32:41.976005,9,77.3,62.7,40.7,0,0
2025-12-14 10:32:41.976005,10,71.4,57.0,40.7,0,0
2025-12-14 11:32:41.976005,11,68.1,58.3,46.9,0,0
2025-12-14 12:32:41.976005,12,75.2,54.0,42.0,0,0
2025-12-14 13:32:41.976005,13,79.3,57.1,39.5,0,0
2025-12-14 14:32:41.976005,14,72.7,55.9,39.2,0,0
2025-12-14 15:32:41.976005,15,64.4,59.4,49.9,0,0
2025-12-14 16:32:41.976005,16,70.1,61.2,51.0,0,0
2025-12-14 17:32:41.976005,17,115.6,60.6,25.7,0,1
2025-12-14 18:32:41.976005,18,68.6,53.8,40.9,0,0
2025-12-14 19:32:41.976005,19,82.6,58.7,37.5,0,0
2025-12-14 20:32:41.976005,20,71.8,57.9,30.8,0,0
2025-12-14 21:32:41.976005,21,80.2,62.4,31.3,0,0
2025-12-14 22:32:41.976005,22,72.8,53.8,45.7,0,0
2025-12-14 23:32:41.976005,23,70.7,55.1,33.2,1,0
2025-12-15 00:32:41.976005,0,57.6,59.6,39.5,1,0
2025-12-15 01:32:41.976005,1,59.4,54.0,43.2,1,0
2025-12-15 02:32:41.976005,2,59.3,56.4,44.3,1,0
2025-12-15 03:32:41.976005,3,56.5,60.1,35.3,1,0
2025-12-15 04:32:41.976005,4,125.6,63.6,36.9,1,1
2025-12-15 05:32:41.976005,5,58.3,59.5,47.2,1,0
2025-12-15 06:32:41.976005,6,77.9,58.8,38.1,0,0
2025-12-15 07:32:41.976005,7,78.7,60.1,15.3,0,0
2025-12-15 08:32:41.976005,8,77.7,55.3,41.8,0,0
2025-12-15 09:32:41.976005,9,69.9,54.6,34.0,0,0
2025-12-15 10:32:41.976005,10,130.2,56.3,59.3,0,1
2025-12-15 11:32:41.976005,11,76.0,56.7,36.7,0,0
2025-12-15 12:32:41.976005,12,66.5,60.3,34.4,0,0
2025-12-15 13:32:41.976005,13,72.7,60.4,45.3,0,0
2025-12-15 14:32:41.976005,14,72.5,59.7,37.9,0,0
2025-12-15 15:32:41.976005,15,69.3,58.5,45.4,0,0
2025-12-15 16:32:41.976005,16,74.3,55.8,40.6,0,0
2025-12-15 17:32:41.976005,17,82.4,55.4,50.0,0,0
2025-12-15 18:32:41.976005,18,68.1,60.5,36.8,0,0
2025-12-15 19:32:41.976005,19,45.0,57.2,46.0,0,1
2025-12-15 20:32:41.976005,20,74.7,59.8,34.9,0,0
2025-12-15 21:32:41.976005,21,80.1,57.7,49.6,0,0
2025-12-15 22:32:41.976005,22,74.9,57.5,26.6,0,0
2025-12-15 23:32:41.976005,23,150.3,55.1,40.9,1,1
2025-12-16 00:32:41.976005,0,63.7,59.5,45.8,1,0
2025-12-16 01:32:41.976005,1,66.0,56.2,41.6,1,0
2025-12-16 02:32:41.976005,2,55.3,54.5,46.9,1,0
2025-12-16 03:32:41.976005,3,55.3,56.7,20.6,1,0
2025-12-16 04:32:41.976005,4,63.2,56.1,32.9,1,0
2025-12-16 05:32:41.976005,5,58.3,57.1,35.4,1,0
2025-12-16 06:32:41.976005,6,69.8,51.7,49.8,0,0
2025-12-16 07:32:41.976005,7,63.2,54.4,35.6,0,0
2025-12-16 08:32:41.976005,8,70.6,58.0,112.4,0,1
2025-12-16 09:32:41.976005,9,77.4,61.4,44.1,0,0
2025-12-16 10:32:41.976005,10,66.3,62.7,26.2,0,0
2025-12-16 11:32:41.976005,11,65.5,58.8,43.7,0,0
2025-12-16 12:32:41.976005,12,74.9,55.7,45.0,0,0
2025-12-16 13:32:41.976005,13,72.1,57.7,42.8,0,0
2025-12-16 14:32:41.976005,14,72.6,56.3,42.6,0,0
2025-12-16 15:32:41.976005,15,77.9,60.5,43.6,0,0
2025-12-16 16:32:41.976005,16,77.8,58.4,31.1,0,0
2025-12-16 17:32:41.976005,17,64.5,56.8,54.6,0,0
2025-12-16 18:32:41.976005,18,75.3,59.7,52.9,0,0
2025-12-16 19:32:41.976005,19,71.7,54.2,39.1,0,0
2025-12-16 20:32:41.976005,20,72.5,54.7,45.7,0,0
2025-12-16 21:32:41.976005,21,72.6,57.0,37.8,0,0
2025-12-16 22:32:41.976005,22,70.1,56.1,37.3,0,0
2025-12-16 23:32:41.976005,23,65.9,60.7,34.7,1,0
2025-12-17 00:32:41.976005,0,63.4,59.3,37.0,1,0
2025-12-17 01:32:41.976005,1,63.9,53.8,35.7,1,0
2025-12-17 02:32:41.976005,2,61.4,62.7,39.2,1,0
2025-12-17 03:32:41.976005,3,62.5,56.7,48.2,1,0
2025-12-17 04:32:41.976005,4,55.6,56.2,40.1,1,0
2025-12-17 05:32:41.976005,5,57.5,59.1,44.2,1,0
2025-12-17 06:32:41.976005,6,73.1,55.0,38.5,0,0
2025-12-17 07:32:41.976005,7,75.7,60.1,40.7,0,0
2025-12-17 08:32:41.976005,8,71.9,62.6,52.0,0,0
2025-12-17 09:32:41.976005,9,69.1,47.1,45.5,0,0
2025-12-17 10:32:41.976005,10,67.2,51.3,46.5,0,0
2025-12-17 11:32:41.976005,11,67.6,60.4,46.4,0,0
2025-12-17 12:32:41.976005,12,73.6,56.6,24.6,0,0
2025-12-17 13:32:41.976005,13,73.1,58.9,49.5,0,0
2025-12-17 14:32:41.976005,14,76.8,55.0,33.8,0,0
2025-12-17 15:32:41.976005,15,72.1,60.4,37.7,0,0
2025-12-17 16:32:41.976005,16,68.3,57.0,33.2,0,0
2025-12-17 17:32:41.976005,17,75.0,57.6,42.8,0,0
2025-12-17 18:32:41.976005,18,63.7,54.3,33.3,0,0
2025-12-17 19:32:41.976005,19,77.3,59.3,44.9,0,0
2025-12-17 20:32:41.976005,20,75.6,51.2,51.5,0,0
2025-12-17 21:32:41.976005,21,76.5,58.1,45.3,0,0
2025-12-17 22:32:41.976005,22,80.3,54.9,21.9,0,0
2025-12-17 23:32:41.976005,23,128.8,67.1,41.5,1,1
2025-12-18 00:32:41.976005,0,66.2,58.0,38.4,1,0
2025-12-18 01:32:41.976005,1,55.7,60.6,42.4,1,0
2025-12-18 02:32:41.976005,2,74.5,56.2,41.4,1,0
2025-12-18 03:32:41.976005,3,64.4,60.8,44.4,1,0
2025-12-18 04:32:41.976005,4,61.1,67.0,46.2,1,0
2025-12-18 05:32:41.976005,5,60.7,57.6,33.6,1,0
2025-12-18 06:32:41.976005,6,78.6,55.7,24.2,0,0
2025-12-18 07:32:41.976005,7,73.5,60.2,40.3,0,0
2025-12-18 08:32:41.976005,8,73.0,60.5,53.1,0,0
2025-12-18 09:32:41.976005,9,69.5,60.9,31.5,0,0
2025-12-18 10:32:41.976005,10,65.7,58.3,42.6,0,0
2025-12-18 11:32:41.976005,11,63.0,54.7,57.8,0,0
2025-12-18 12:32:41.976005,12,72.0,55.6,36.5,0,0
2025-12-18 13:32:41.976005,13,81.7,61.2,36.6,0,0
2025-12-18 14:32:41.976005,14,71.8,58.8,24.9,0,0
2025-12-18 15:32:41.976005,15,84.2,62.3,39.2,0,0
2025-12-18 16:32:41.976005,16,72.9,60.7,38.1,0,0
2025-12-18 17:32:41.976005,17,71.0,52.4,23.9,0,0
2025-12-18 18:32:41.976005,18,75.3,60.8,40.7,0,0
2025-12-18 19:32:41.976005,19,75.6,61.2,24.9,0,0
2025-12-18 20:32:41.976005,20,76.5,52.9,31.6,0,0
2025-12-18 21:32:41.976005,21,79.0,58.9,24.0,0,0
2025-12-18 22:32:41.976005,22,67.6,64.8,33.3,0,0
2025-12-18 23:32:41.976005,23,65.1,54.2,33.7,1,0
2025-12-19 00:32:41.976005,0,52.7,55.3,34.8,1,0
2025-12-19 01:32:41.976005,1,68.9,56.4,19.1,1,0
2025-12-19 02:32:41.976005,2,70.5,59.5,44.2,1,0
2025-12-19 03:32:41.976005,3,64.4,55.1,34.1,1,0
2025-12-19 04:32:41.976005,4,53.4,58.7,56.6,1,0
2025-12-19 05:32:41.976005,5,62.1,61.6,43.6,1,0
2025-12-19 06:32:41.976005,6,67.6,62.7,39.8,0,0
2025-12-19 07:32:41.976005,7,70.5,61.0,45.6,0,0
2025-12-19 08:32:41.976005,8,69.0,64.0,40.1,0,0
2025-12-19 09:32:41.976005,9,152.1,60.0,30.8,0,1
2025-12-19 10:32:41.976005,10,74.6,55.8,41.3,0,0
2025-12-19 11:32:41.976005,11,70.7,56.1,43.3,0,0
2025-12-19 12:32:41.976005,12,72.8,60.3,41.7,0,0
2025-12-19 13:32:41.976005,13,72.3,55.5,38.9,0,0
2025-12-19 14:32:41.976005,14,70.9,57.9,39.9,0,0
2025-12-19 15:32:41.976005,15,72.2,56.0,37.8,0,0
2025-12-19 16:32:41.976005,16,67.0,58.7,32.9,0,0
2025-12-19 17:32:41.976005,17,78.0,57.1,30.1,0,0
2025-12-19 18:32:41.976005,18,69.9,62.9,40.9,0,0
2025-12-19 19:32:41.976005,19,79.1,57.7,40.1,0,0
2025-12-19 20:32:41.976005,20,58.4,61.3,34.8,0,0
2025-12-19 21:32:41.976005,21,70.7,61.3,39.2,0,0
2025-12-19 22:32:41.976005,22,73.6,59.1,31.3,0,0
2025-12-19 23:32:41.976005,23,62.1,62.9,39.5,1,0
2025-12-20 00:32:41.976005,0,69.1,60.3,44.2,1,0
2025-12-20 01:32:41.976005,1,57.1,64.8,23.2,1,0
2025-12-20 02:32:41.976005,2,65.2,58.8,53.1,1,0
2025-12-20 03:32:41.976005,3,57.5,61.2,46.3,1,0
2025-12-20 04:32:41.976005,4,61.1,60.3,32.3,1,0
2025-12-20 05:32:41.976005,5,61.2,57.1,42.1,1,0
2025-12-20 06:32:41.976005,6,64.1,60.9,45.9,0,0
2025-12-20 07:32:41.976005,7,73.4,57.3,36.6,0,0
2025-12-20 08:32:41.976005,8,62.5,55.0,41.9,0,0
2025-12-20 09:32:41.976005,9,72.7,61.0,49.8,0,0
2025-12-20 10:32:41.976005,10,67.3,56.3,35.9,0,0
2025-12-20 11:32:41.976005,11,69.8,57.5,35.6,0,0
2025-12-20 12:32:41.976005,12,70.8,47.4,36.2,0,0
2025-12-20 13:32:41.976005,13,74.1,54.6,53.0,0,0
2025-12-20 14:32:41.976005,14,74.6,58.1,18.5,0,0
2025-12-20 15:32:41.976005,15,69.5,55.1,37.5,0,0
2025-12-20 16:32:41.976005,16,80.3,56.1,41.5,0,0
2025-12-20 17:32:41.976005,17,65.4,58.4,34.6,0,0
2025-12-20 18:32:41.976005,18,77.3,58.3,44.1,0,0
2025-12-20 19:32:41.976005,19,157.8,58.7,37.0,0,1
2025-12-20 20:32:41.976005,20,76.3,61.5,39.0,0,0
2025-12-20 21:32:41.976005,21,71.8,55.7,61.8,0,0
2025-12-20 22:32:41.976005,22,68.8,59.2,32.6,0,0
2025-12-20 23:32:41.976005,23,64.2,63.1,43.7,1,0
2025-12-21 00:32:41.976005,0,62.1,57.5,44.0,1,0
2025-12-21 01:32:41.976005,1,63.2,60.0,50.9,1,0
2025-12-21 02:32:41.976005,2,59.5,57.3,40.4,1,0
2025-12-21 03:32:41.976005,3,60.8,52.1,45.6,1,0
2025-12-21 04:32:41.976005,4,62.8,59.7,50.3,1,0
2025-12-21 05:32:41.976005,5,56.8,65.6,45.4,1,0
2025-12-21 06:32:41.976005,6,76.2,59.1,38.6,0,0
2025-12-21 07:32:41.976005,7,77.5,61.9,38.3,0,0
2025-12-21 08:32:41.976005,8,81.9,59.6,45.9,0,0
2025-12-21 09:32:41.976005,9,79.8,55.6,98.3,0,1
2025-12-21 10:32:41.976005,10,70.0,63.3,36.1,0,0
2025-12-21 11:32:41.976005,11,72.9,54.1,44.3,0,0
2025-12-21 12:32:41.976005,12,63.2,55.1,39.7,0,0
2025-12-21 13:32:41.976005,13,76.5,56.7,30.1,0,0
2025-12-21 14:32:41.976005,14,71.4,58.1,25.1,0,0
2025-12-21 15:32:41.976005,15,68.7,58.9,44.0,0,0
2025-12-21 16:32:41.976005,16,74.7,55.6,26.3,0,0
2025-12-21 17:32:41.976005,17,69.5,54.1,46.2,0,0
2025-12-21 18:32:41.976005,18,74.1,59.9,32.7,0,0
2025-12-21 19:32:41.976005,19,70.8,60.7,147.6,0,1
2025-12-21 20:32:41.976005,20,76.8,52.9,24.9,0,0
2025-12-21 21:32:41.976005,21,76.3,59.6,44.7,0,0
2025-12-21 22:32:41.976005,22,65.2,51.3,42.1,0,0
2025-12-21 23:32:41.976005,23,60.6,61.5,41.9,1,0
2025-12-22 00:32:41.976005,0,61.0,60.0,45.0,1,0
2025-12-22 01:32:41.976005,1,68.3,66.3,38.0,1,0
