timestamp,user_id,device_type,heart_rate_bpm,steps,spo2_pct,skin_temp_c,is_sleeping,calories_kcal,battery_pct
2026-02-19T23:23:38.272428,user_001,FitBand Pro,79.5,120,97.3,35.8,0,29.5,19
2026-02-19T23:43:38.272428,user_001,FitBand Pro,77.9,58,97.6,35.3,1,25.0,19
2026-02-20T01:04:38.272428,user_001,FitBand Pro,66.0,8,96.3,36.0,1,21.3,100
2026-02-20T01:49:38.272428,user_001,FitBand Pro,59.1,1,97.7,35.9,1,19.7,98
2026-02-20T02:42:38.272428,user_001,FitBand Pro,61.3,7,97.7,35.3,1,12.2,93
2026-02-20T04:09:38.272428,user_001,FitBand Pro,61.4,1,98.1,36.2,1,13.5,90
2026-02-20T05:19:38.272428,user_001,FitBand Pro,63.1,3,98.3,36.6,1,20.6,87
2026-02-20T05:48:38.272428,user_001,FitBand Pro,62.9,0,97.4,36.2,1,23.3,84
2026-02-20T06:42:38.272428,user_001,FitBand Pro,124.0,187,97.0,36.3,0,25.7,78
2026-02-20T08:07:38.272428,user_001,FitBand Pro,108.2,945,96.7,36.4,0,63.1,76
2026-02-20T08:45:38.272428,user_001,FitBand Pro,122.0,1030,96.7,36.8,0,65.0,71
2026-02-20T10:03:38.272428,user_001,FitBand Pro,86.7,54,97.4,36.6,0,16.3,69
2026-02-20T10:48:38.272428,user_001,FitBand Pro,85.1,27,97.7,36.6,0,16.6,65
2026-02-20T12:07:38.272428,user_001,FitBand Pro,94.2,93,97.5,36.8,0,26.9,62
2026-02-20T12:46:38.272428,user_001,FitBand Pro,82.0,711,98.5,36.3,0,47.1,59
2026-02-20T13:42:38.272428,user_001,FitBand Pro,74.4,602,97.7,36.7,0,47.6,51
2026-02-20T14:50:38.272428,user_001,FitBand Pro,77.3,164,97.4,36.3,0,32.5,50
2026-02-20T16:01:38.272428,user_001,FitBand Pro,74.2,103,96.7,36.3,0,20.1,49
2026-02-20T16:41:38.272428,user_001,FitBand Pro,79.7,138,97.3,36.4,0,17.9,43
2026-02-20T17:45:38.272428,user_001,FitBand Pro,111.4,768,97.4,36.0,0,50.9,40
2026-02-20T19:16:38.272428,user_001,FitBand Pro,115.9,625,98.0,36.3,0,54.0,35
2026-02-20T20:11:38.272428,user_001,FitBand Pro,102.6,71,98.2,36.1,0,22.4,31
2026-02-20T21:03:38.272428,user_001,FitBand Pro,73.6,115,97.0,36.1,0,18.2,28
2026-02-20T21:55:38.272428,user_001,FitBand Pro,74.7,191,97.8,36.0,0,19.9,29
2026-02-20T22:57:38.272428,user_001,FitBand Pro,78.4,117,96.4,35.7,0,23.9,22
2026-02-21T00:00:38.272428,user_001,FitBand Pro,74.2,197,97.7,35.4,1,19.5,19
2026-02-21T00:43:38.272428,user_001,FitBand Pro,63.6,7,97.4,35.4,1,23.9,99
2026-02-21T01:38:38.272428,user_001,FitBand Pro,64.5,7,96.6,35.9,1,23.2,97
2026-02-21T03:14:38.272428,user_001,FitBand Pro,61.2,8,96.9,36.1,1,19.4,93
2026-02-21T03:34:38.272428,user_001,FitBand Pro,66.2,0,97.4,35.8,1,21.4,91
2026-02-21T04:29:38.272428,user_001,FitBand Pro,66.0,3,97.3,36.3,1,19.2,87
2026-02-21T05:57:38.272428,user_001,FitBand Pro,59.7,6,98.1,36.3,1,21.3,81
2026-02-21T06:39:38.272428,user_001,FitBand Pro,112.1,166,97.6,36.1,0,31.2,82
2026-02-21T07:40:38.272428,user_001,FitBand Pro,93.2,821,97.0,36.8,0,53.0,78
2026-02-21T08:58:38.272428,user_001,FitBand Pro,96.7,728,95.7,37.1,0,43.0,74
2026-02-21T09:35:38.272428,user_001,FitBand Pro,74.4,187,98.4,36.7,0,21.3,67
2026-02-21T10:47:38.272428,user_001,FitBand Pro,81.5,84,96.5,36.6,0,22.3,63
2026-02-21T12:07:38.272428,user_001,FitBand Pro,82.5,30,97.6,36.5,0,18.3,60
2026-02-21T12:42:38.272428,user_001,FitBand Pro,81.3,306,98.1,36.7,0,24.3,55
2026-02-21T14:12:38.272428,user_001,FitBand Pro,70.3,965,97.0,36.5,0,56.4,54
2026-02-21T14:25:38.272428,user_001,FitBand Pro,74.5,199,97.5,36.1,0,22.8,48
2026-02-21T16:11:38.272428,user_001,FitBand Pro,72.9,92,97.4,36.2,0,27.8,49
2026-02-21T16:49:38.272428,user_001,FitBand Pro,74.2,61,97.3,36.0,0,21.8,44
2026-02-21T18:21:38.272428,user_001,FitBand Pro,110.2,465,97.1,36.4,0,41.8,40
2026-02-21T18:40:38.272428,user_001,FitBand Pro,121.5,1043,96.6,36.0,0,66.4,35
2026-02-21T20:00:38.272428,user_001,FitBand Pro,100.4,68,95.8,35.9,0,18.8,32
2026-02-21T21:18:38.272428,user_001,FitBand Pro,78.5,156,97.7,35.7,0,28.3,32
2026-02-21T21:28:38.272428,user_001,FitBand Pro,81.1,51,97.4,35.9,0,26.6,25
2026-02-21T23:19:38.272428,user_001,FitBand Pro,73.7,183,96.8,36.0,0,31.2,22
2026-02-21T23:26:38.272428,user_001,FitBand Pro,76.6,87,97.5,35.6,1,17.8,20
2026-02-22T00:29:38.272428,user_001,FitBand Pro,60.3,6,97.9,35.9,1,12.5,102
2026-02-22T01:37:38.272428,user_001,FitBand Pro,61.2,9,97.0,35.8,1,16.3,95
2026-02-22T03:07:38.272428,user_001,FitBand Pro,64.4,7,97.6,36.0,1,13.2,94
2026-02-22T04:20:38.272428,user_001,FitBand Pro,62.0,7,98.6,36.2,1,14.9,90
2026-02-22T04:38:38.272428,user_001,FitBand Pro,63.1,9,96.3,36.3,1,18.6,90
2026-02-22T05:53:38.272428,user_001,FitBand Pro,61.2,1,97.1,36.5,1,10.8,84
2026-02-22T07:01:38.272428,user_001,FitBand Pro,120.5,137,97.8,36.2,0,24.3,78
2026-02-22T07:26:38.272428,user_001,FitBand Pro,110.6,333,97.7,36.4,0,31.5,72
2026-02-22T08:35:38.272428,user_001,FitBand Pro,116.7,815,97.4,36.5,0,60.7,72
2026-02-22T10:18:38.272428,user_001,FitBand Pro,81.0,32,98.2,36.6,0,18.5,69
2026-02-22T11:08:38.272428,user_001,FitBand Pro,75.6,84,97.7,36.7,0,19.9,66
2026-02-22T11:24:38.272428,user_001,FitBand Pro,78.0,89,98.0,36.5,0,19.1,61
2026-02-22T12:38:38.272428,user_001,FitBand Pro,79.7,657,96.8,36.8,0,50.9,58
2026-02-22T14:14:38.272428,user_001,FitBand Pro,70.8,927,97.4,36.5,0,62.1,55
2026-02-22T15:01:38.272428,user_001,FitBand Pro,75.5,178,98.7,36.5,0,30.0,50
2026-02-22T16:03:38.272428,user_001,FitBand Pro,81.2,166,97.1,36.1,0,23.1,47
2026-02-22T16:41:38.272428,user_001,FitBand Pro,83.6,194,97.0,35.8,0,33.9,46
2026-02-22T17:34:38.272428,user_001,FitBand Pro,101.0,559,97.9,36.2,0,44.0,40
2026-02-22T19:04:38.272428,user_001,FitBand Pro,112.5,937,97.5,35.5,0,59.0,35
2026-02-22T20:04:38.272428,user_001,FitBand Pro,127.8,79,97.7,35.6,0,24.2,33
2026-02-22T20:33:38.272428,user_001,FitBand Pro,79.0,170,98.1,36.0,0,31.3,31
2026-02-22T21:51:38.272428,user_001,FitBand Pro,82.3,21,97.7,35.6,0,20.6,28
2026-02-22T23:01:38.272428,user_001,FitBand Pro,76.2,103,96.9,35.8,0,19.3,19
2026-02-22T23:39:38.272428,user_001,FitBand Pro,77.8,68,97.5,35.9,1,26.8,20
2026-02-23T01:19:38.272428,user_001,FitBand Pro,61.4,7,97.7,35.6,1,17.8,100
2026-02-23T01:43:38.272428,user_001,FitBand Pro,63.7,3,97.2,35.8,1,21.6,95
2026-02-23T03:14:38.272428,user_001,FitBand Pro,64.3,6,97.6,35.8,1,21.8,95
2026-02-23T03:50:38.272428,user_001,FitBand Pro,62.4,7,97.2,35.9,1,15.6,89
2026-02-23T04:42:38.272428,user_001,FitBand Pro,60.7,8,97.7,36.2,1,13.2,84
2026-02-23T06:19:38.272428,user_001,FitBand Pro,63.2,8,97.4,36.4,1,11.8,82
2026-02-23T07:22:38.272428,user_001,FitBand Pro,109.7,62,97.3,36.8,0,27.9,78
2026-02-23T08:03:38.272428,user_001,FitBand Pro,105.1,777,97.4,36.5,0,51.2,72
2026-02-23T09:14:38.272428,user_001,FitBand Pro,121.6,935,97.8,36.8,0,63.1,71
2026-02-23T09:25:38.272428,user_001,FitBand Pro,86.9,143,97.2,36.7,0,19.1,67
2026-02-23T10:36:38.272428,user_001,FitBand Pro,83.5,66,98.0,36.9,0,24.0,63
2026-02-23T11:37:38.272428,user_001,FitBand Pro,77.1,43,97.2,36.5,0,13.4,65
2026-02-23T12:36:38.272428,user_001,FitBand Pro,74.3,931,97.7,36.4,0,56.8,57
2026-02-23T13:32:38.272428,user_001,FitBand Pro,85.9,1163,97.6,36.8,0,62.0,52
2026-02-23T14:48:38.272428,user_001,FitBand Pro,80.1,145,97.5,36.6,0,21.2,52
2026-02-23T16:17:38.272428,user_001,FitBand Pro,78.8,190,97.2,36.3,0,20.4,46
2026-02-23T16:53:38.272428,user_001,FitBand Pro,74.2,141,96.8,35.9,0,26.9,44
2026-02-23T17:44:38.272428,user_001,FitBand Pro,103.6,1083,97.2,36.1,0,61.5,39
2026-02-23T18:31:38.272428,user_001,FitBand Pro,106.1,1136,96.9,35.8,0,70.4,36
2026-02-23T20:14:38.272428,user_001,FitBand Pro,107.4,50,97.4,35.8,0,27.3,35
2026-02-23T21:11:38.272428,user_001,FitBand Pro,77.2,122,97.0,36.1,0,17.1,31
2026-02-23T22:08:38.272428,user_001,FitBand Pro,77.0,96,97.3,36.0,0,23.3,25
2026-02-23T23:21:38.272428,user_001,FitBand Pro,75.6,183,96.8,36.0,0,23.0,24
2026-02-24T00:04:38.272428,user_001,FitBand Pro,75.0,144,96.8,35.7,1,21.2,19
2026-02-24T01:16:38.272428,user_001,FitBand Pro,62.3,8,98.1,36.0,1,18.0,98
2026-02-24T01:47:38.272428,user_001,FitBand Pro,60.2,3,97.9,36.0,1,19.5,94
2026-02-24T02:54:38.272428,user_001,FitBand Pro,59.3,8,98.1,36.1,1,22.4,90
2026-02-24T03:26:38.272428,user_001,FitBand Pro,65.7,5,98.4,36.3,1,14.4,85
2026-02-24T04:43:38.272428,user_001,FitBand Pro,61.9,9,97.0,36.3,1,24.0,84
2026-02-24T05:24:38.272428,user_001,FitBand Pro,62.6,7,97.6,36.3,1,19.5,81
2026-02-24T06:34:38.272428,user_001,FitBand Pro,122.2,157,98.4,36.5,0,24.0,77
2026-02-24T08:22:38.272428,user_001,FitBand Pro,105.2,641,97.1,36.7,0,40.1,76
2026-02-24T09:11:38.272428,user_001,FitBand Pro,119.2,454,98.3,36.8,0,35.0,70
2026-02-24T09:49:38.272428,user_001,FitBand Pro,76.8,174,96.8,36.7,0,27.0,68
2026-02-24T11:02:38.272428,user_001,FitBand Pro,80.3,199,97.7,36.7,0,28.5,65
2026-02-24T12:01:38.272428,user_001,FitBand Pro,84.2,109,97.4,36.5,0,18.3,58
2026-02-24T13:19:38.272428,user_001,FitBand Pro,80.5,858,97.5,36.9,0,50.6,57
2026-02-24T13:33:38.272428,user_001,FitBand Pro,84.8,797,96.1,36.5,0,45.0,53
2026-02-24T15:04:38.272428,user_001,FitBand Pro,84.2,71,98.1,36.0,0,15.4,51
2026-02-24T15:37:38.272428,user_001,FitBand Pro,77.6,115,98.3,36.2,0,25.6,45
2026-02-24T17:09:38.272428,user_001,FitBand Pro,80.3,129,96.9,36.2,0,26.2,42
2026-02-24T17:59:38.272428,user_001,FitBand Pro,105.4,1124,97.9,36.1,0,68.2,39
2026-02-24T18:45:38.272428,user_001,FitBand Pro,94.9,472,96.9,35.9,0,34.4,32
2026-02-24T20:07:38.272428,user_001,FitBand Pro,94.1,124,96.8,36.0,0,20.2,32
2026-02-24T20:55:38.272428,user_001,FitBand Pro,75.6,53,97.9,35.8,0,14.8,30
2026-02-24T21:37:38.272428,user_001,FitBand Pro,78.3,125,97.3,36.2,0,25.0,24
2026-02-24T22:48:38.272428,user_001,FitBand Pro,75.5,76,98.4,35.8,0,15.2,24
2026-02-24T23:47:38.272428,user_001,FitBand Pro,71.5,151,97.1,35.8,1,18.0,16
2026-02-25T00:32:38.272428,user_001,FitBand Pro,60.8,0,98.0,35.6,1,20.7,99
2026-02-25T02:15:38.272428,user_001,FitBand Pro,61.3,5,97.2,35.9,1,24.8,94
2026-02-25T02:36:38.272428,user_001,FitBand Pro,63.8,2,97.5,35.8,1,15.3,88
2026-02-25T03:50:38.272428,user_001,FitBand Pro,62.8,4,97.6,36.3,1,24.3,91
2026-02-25T04:40:38.272428,user_001,FitBand Pro,64.7,9,97.9,36.4,1,16.9,83
2026-02-25T05:38:38.272428,user_001,FitBand Pro,63.3,1,97.9,36.3,1,15.9,80
2026-02-25T07:21:38.272428,user_001,FitBand Pro,114.6,45,98.3,36.5,0,27.5,79
2026-02-25T08:13:38.272428,user_001,FitBand Pro,114.2,979,97.0,36.4,0,55.7,76
2026-02-25T09:15:38.272428,user_001,FitBand Pro,107.1,944,97.1,36.8,0,56.9,69
2026-02-25T09:48:38.272428,user_001,FitBand Pro,71.3,161,98.5,36.9,0,19.0,66
2026-02-25T10:47:38.272428,user_001,FitBand Pro,87.3,59,98.1,36.8,0,25.9,62
2026-02-25T11:46:38.272428,user_001,FitBand Pro,82.8,194,98.4,36.5,0,26.8,59
2026-02-25T12:27:38.272428,user_001,FitBand Pro,82.6,403,97.0,36.6,0,31.3,59
2026-02-25T13:44:38.272428,user_001,FitBand Pro,82.8,868,97.0,36.8,0,54.0,52
2026-02-25T14:59:38.272428,user_001,FitBand Pro,69.1,132,97.8,36.3,0,27.8,49
2026-02-25T16:15:38.272428,user_001,FitBand Pro,81.6,50,97.1,36.6,0,22.4,44
2026-02-25T17:05:38.272428,user_001,FitBand Pro,84.1,104,97.3,36.4,0,29.5,44
2026-02-25T17:33:38.272428,user_001,FitBand Pro,109.6,851,97.0,35.9,0,53.7,39
2026-02-25T18:51:38.272428,user_001,FitBand Pro,114.8,1034,99.3,36.0,0,61.0,34
2026-02-25T19:45:38.272428,user_001,FitBand Pro,119.1,27,97.4,36.0,0,20.4,36
2026-02-25T20:27:38.272428,user_001,FitBand Pro,73.9,35,96.8,35.7,0,15.4,29
2026-02-25T21:57:38.272428,user_001,FitBand Pro,74.8,21,98.3,35.9,0,25.9,28
2026-02-25T23:22:38.272428,user_001,FitBand Pro,77.7,53,97.8,35.5,0,25.5,20
2026-02-25T23:30:38.272428,user_001,FitBand Pro,70.0,29,96.7,35.7,1,14.0,22
2026-02-26T00:51:38.272428,user_001,FitBand Pro,62.3,1,97.1,35.6,1,16.2,99
2026-02-26T02:14:38.272428,user_001,FitBand Pro,64.8,1,98.2,35.9,1,23.1,94
2026-02-26T03:06:38.272428,user_001,FitBand Pro,64.8,5,97.4,36.2,1,23.2,90
2026-02-26T03:37:38.272428,user_001,FitBand Pro,64.2,1,96.7,36.2,1,23.9,91
2026-02-26T04:31:38.272428,user_001,FitBand Pro,62.3,6,97.7,36.1,1,24.9,85
2026-02-26T06:19:38.272428,user_001,FitBand Pro,63.4,8,97.9,36.3,1,23.7,83
2026-02-26T06:38:38.272428,user_001,FitBand Pro,122.3,135,97.6,36.7,0,27.4,77
2026-02-26T08:14:38.272428,user_001,FitBand Pro,117.6,790,97.7,36.6,0,51.2,77
2026-02-26T08:53:38.272428,user_001,FitBand Pro,102.5,469,97.1,36.7,0,36.3,70
2026-02-26T09:26:38.272428,user_001,FitBand Pro,85.0,140,97.7,36.7,0,18.2,68
2026-02-26T11:21:38.272428,user_001,FitBand Pro,83.2,183,98.0,36.6,0,22.3,64
2026-02-26T11:50:38.272428,user_001,FitBand Pro,77.1,59,97.5,36.5,0,25.9,62
2026-02-26T13:11:38.272428,user_001,FitBand Pro,78.4,1070,98.2,36.6,0,58.7,59
2026-02-26T14:17:38.272428,user_001,FitBand Pro,74.5,572,97.1,36.4,0,34.6,51
2026-02-26T14:50:38.272428,user_001,FitBand Pro,87.4,191,96.7,36.3,0,21.8,51
2026-02-26T16:18:38.272428,user_001,FitBand Pro,83.6,172,96.3,36.2,0,30.4,47
2026-02-26T17:10:38.272428,user_001,FitBand Pro,80.9,75,97.0,36.0,0,22.8,42
2026-02-26T17:55:38.272428,user_001,FitBand Pro,107.3,1109,97.4,35.9,0,63.5,40
2026-02-26T18:33:38.272428,user_001,FitBand Pro,114.7,368,97.1,35.8,0,30.1,34
2026-02-26T20:18:38.272428,user_001,FitBand Pro,88.8,119,97.1,35.9,0,22.8,33
2026-02-26T20:56:38.272428,user_001,FitBand Pro,71.3,117,97.2,36.0,0,18.6,32
2026-02-26T21:31:38.272428,user_001,FitBand Pro,76.2,33,98.1,35.5,0,26.4,24
2026-02-26T22:58:38.272428,user_001,FitBand Pro,76.0,97,97.4,35.5,0,27.7,22
2026-02-27T00:11:38.272428,user_001,FitBand Pro,73.6,164,96.3,35.7,1,32.1,19
2026-02-27T00:30:38.272428,user_001,FitBand Pro,64.0,1,97.8,35.8,1,13.8,97
2026-02-27T01:46:38.272428,user_001,FitBand Pro,62.8,7,97.3,36.2,1,18.4,99
2026-02-27T03:03:38.272428,user_001,FitBand Pro,61.6,2,96.7,35.9,1,15.2,93
2026-02-27T04:11:38.272428,user_001,FitBand Pro,62.5,0,97.8,35.8,1,14.9,86
2026-02-27T04:27:38.272428,user_001,FitBand Pro,66.3,6,98.3,36.4,1,14.5,85
2026-02-27T05:54:38.272428,user_001,FitBand Pro,64.2,8,97.2,36.1,1,19.7,80
2026-02-27T06:40:38.272428,user_001,FitBand Pro,109.3,160,97.2,36.5,0,20.3,77
2026-02-27T07:24:38.272428,user_001,FitBand Pro,107.0,770,97.8,36.4,0,48.2,75
2026-02-27T08:47:38.272428,user_001,FitBand Pro,105.6,763,97.8,36.6,0,49.0,72
2026-02-27T09:55:38.272428,user_001,FitBand Pro,81.7,144,98.2,36.8,0,18.2,71
2026-02-27T10:50:38.272428,user_001,FitBand Pro,82.3,62,97.4,37.1,0,17.6,62
2026-02-27T11:25:38.272428,user_001,FitBand Pro,77.8,167,97.9,36.8,0,18.4,62
2026-02-27T12:29:38.272428,user_001,FitBand Pro,82.2,595,97.4,36.5,0,42.7,56
2026-02-27T14:18:38.272428,user_001,FitBand Pro,84.6,878,97.2,36.3,0,59.2,53
2026-02-27T15:19:38.272428,user_001,FitBand Pro,80.5,127,97.7,36.8,0,18.5,51
2026-02-27T15:35:38.272428,user_001,FitBand Pro,87.0,64,97.5,36.1,0,14.9,50
2026-02-27T16:34:38.272428,user_001,FitBand Pro,76.4,100,98.2,36.1,0,22.1,44
2026-02-27T17:36:38.272428,user_001,FitBand Pro,111.4,953,97.7,36.1,0,58.3,40
2026-02-27T19:19:38.272428,user_001,FitBand Pro,111.9,429,97.6,35.9,0,43.2,40
2026-02-27T19:58:38.272428,user_001,FitBand Pro,116.1,53,97.6,35.7,0,28.5,35
2026-02-27T20:51:38.272428,user_001,FitBand Pro,75.8,101,98.3,36.0,0,28.3,29
2026-02-27T21:51:38.272428,user_001,FitBand Pro,73.8,83,98.0,35.4,0,18.6,24
2026-02-27T23:14:38.272428,user_001,FitBand Pro,80.6,71,98.1,35.7,0,24.0,23
2026-02-27T23:31:38.272428,user_001,FitBand Pro,73.9,33,97.1,35.6,1,23.8,20
2026-02-28T00:27:38.272428,user_001,FitBand Pro,68.3,4,98.5,35.6,1,15.4,103
2026-02-28T01:42:38.272428,user_001,FitBand Pro,60.4,8,97.8,35.7,1,12.5,95
2026-02-28T02:33:38.272428,user_001,FitBand Pro,64.6,2,97.4,35.8,1,13.6,93
2026-02-28T04:18:38.272428,user_001,FitBand Pro,63.4,7,97.4,36.2,1,16.8,88
2026-02-28T04:33:38.272428,user_001,FitBand Pro,62.4,5,96.9,36.3,1,24.5,83
2026-02-28T05:39:38.272428,user_001,FitBand Pro,66.1,3,97.8,36.4,1,16.9,83
2026-02-28T06:28:38.272428,user_001,FitBand Pro,123.7,192,96.7,36.2,0,35.6,76
2026-02-28T07:54:38.272428,user_001,FitBand Pro,97.5,328,97.6,36.4,0,33.8,75
2026-02-28T08:32:38.272428,user_001,FitBand Pro,112.1,421,98.5,36.8,0,30.9,71
2026-02-28T09:26:38.272428,user_001,FitBand Pro,78.4,131,98.0,36.6,0,20.7,69
2026-02-28T11:17:38.272428,user_001,FitBand Pro,82.5,99,98.2,37.0,0,18.1,67
2026-02-28T11:31:38.272428,user_001,FitBand Pro,89.3,165,97.2,36.7,0,32.9,60
2026-02-28T13:03:38.272428,user_001,FitBand Pro,75.3,395,98.6,36.9,0,37.3,59
2026-02-28T14:03:38.272428,user_001,FitBand Pro,73.2,729,97.7,36.7,0,46.8,55
2026-02-28T14:52:38.272428,user_001,FitBand Pro,81.0,195,97.6,36.2,0,22.4,53
2026-02-28T15:49:38.272428,user_001,FitBand Pro,81.3,20,98.4,36.3,0,15.0,46
2026-02-28T17:07:38.272428,user_001,FitBand Pro,88.1,133,97.9,36.4,0,23.5,43
2026-02-28T17:48:38.272428,user_001,FitBand Pro,112.6,802,97.2,36.0,0,58.9,40
2026-02-28T18:34:38.272428,user_001,FitBand Pro,96.8,465,98.1,35.7,0,45.6,39
2026-02-28T20:08:38.272428,user_001,FitBand Pro,108.6,30,97.3,35.9,0,23.0,31
2026-02-28T21:21:38.272428,user_001,FitBand Pro,76.2,178,97.7,35.9,0,26.6,30
2026-02-28T22:01:38.272428,user_001,FitBand Pro,76.9,175,97.1,35.6,0,31.7,28
2026-02-28T23:21:38.272428,user_001,FitBand Pro,74.2,87,98.1,35.5,0,19.4,22
2026-03-01T00:14:38.272428,user_001,FitBand Pro,74.8,127,97.4,35.6,1,27.4,22
2026-03-01T00:29:38.272428,user_001,FitBand Pro,62.9,3,97.4,35.8,1,21.7,97
2026-03-01T02:22:38.272428,user_001,FitBand Pro,63.2,0,98.1,35.6,1,14.7,94
2026-03-01T02:57:38.272428,user_001,FitBand Pro,63.9,5,96.5,36.2,1,20.0,91
2026-03-01T03:55:38.272428,user_001,FitBand Pro,63.2,6,97.4,35.8,1,21.2,89
2026-03-01T05:09:38.272428,user_001,FitBand Pro,62.4,8,97.4,36.2,1,13.8,84
2026-03-01T05:39:38.272428,user_001,FitBand Pro,64.2,7,97.6,36.4,1,15.8,81
2026-03-01T06:28:38.272428,user_001,FitBand Pro,109.9,101,97.2,36.7,0,30.0,79
2026-03-01T07:45:38.272428,user_001,FitBand Pro,109.9,378,98.0,36.5,0,38.9,76
2026-03-01T08:34:38.272428,user_001,FitBand Pro,129.2,801,98.0,36.8,0,55.3,66
2026-03-01T10:19:38.272428,user_001,FitBand Pro,77.4,90,97.5,36.6,0,27.1,68
2026-03-01T10:28:38.272428,user_001,FitBand Pro,84.0,22,97.0,36.9,0,21.3,63
2026-03-01T11:46:38.272428,user_001,FitBand Pro,74.9,182,98.3,36.7,0,28.5,59
2026-03-01T13:19:38.272428,user_001,FitBand Pro,87.1,867,97.9,36.4,0,54.0,59
2026-03-01T13:31:38.272428,user_001,FitBand Pro,84.8,910,98.1,36.7,0,58.9,51
2026-03-01T15:01:38.272428,user_001,FitBand Pro,73.8,91,97.5,36.5,0,19.9,52
2026-03-01T16:05:38.272428,user_001,FitBand Pro,80.5,151,96.6,36.3,0,31.7,46
2026-03-01T16:50:38.272428,user_001,FitBand Pro,77.1,74,98.7,36.2,0,25.4,46
2026-03-01T18:13:38.272428,user_001,FitBand Pro,123.8,936,96.6,36.3,0,64.1,39
2026-03-01T18:26:38.272428,user_001,FitBand Pro,116.3,877,97.5,35.9,0,51.7,39
2026-03-01T19:50:38.272428,user_001,FitBand Pro,110.7,140,97.7,35.9,0,26.8,34
2026-03-01T21:14:38.272428,user_001,FitBand Pro,78.1,118,97.3,35.4,0,24.5,30
2026-03-01T22:09:38.272428,user_001,FitBand Pro,73.5,57,98.3,35.8,0,24.5,26
2026-03-01T23:18:38.272428,user_001,FitBand Pro,69.3,154,96.8,36.0,0,16.9,23
2026-03-02T00:19:38.272428,user_001,FitBand Pro,76.1,24,96.5,35.8,1,18.9,18
2026-03-02T00:49:38.272428,user_001,FitBand Pro,63.0,1,97.7,36.1,1,16.7,98
2026-03-02T02:16:38.272428,user_001,FitBand Pro,61.4,8,97.4,36.0,1,15.5,96
2026-03-02T02:26:38.272428,user_001,FitBand Pro,65.0,8,97.7,36.0,1,12.4,91
2026-03-02T03:46:38.272428,user_001,FitBand Pro,62.1,1,97.9,36.0,1,23.6,88
2026-03-02T04:35:38.272428,user_001,FitBand Pro,64.2,7,97.2,36.2,1,17.1,88
2026-03-02T05:40:38.272428,user_001,FitBand Pro,62.5,4,97.7,35.9,1,16.2,82
2026-03-02T06:57:38.272428,user_001,FitBand Pro,107.8,139,97.8,36.6,0,20.9,79
2026-03-02T07:52:38.272428,user_001,FitBand Pro,118.7,523,98.2,36.6,0,41.7,71
2026-03-02T08:45:38.272428,user_001,FitBand Pro,100.3,600,97.0,36.6,0,48.6,73
2026-03-02T09:47:38.272428,user_001,FitBand Pro,76.5,112,96.9,36.9,0,19.2,67
2026-03-02T10:48:38.272428,user_001,FitBand Pro,83.2,33,97.4,36.8,0,17.9,69
2026-03-02T12:08:38.272428,user_001,FitBand Pro,79.7,144,97.3,36.9,0,23.9,60
2026-03-02T12:31:38.272428,user_001,FitBand Pro,85.0,1025,96.9,36.3,0,64.2,59
